StudentID,Year,Department,Gender,CGPA,Skills,Company,Role,OfferDate,CTC_LPA,Status
S50036,2022,MECH,Male,7.07,"Java, Cloud, Machine Learning",Google,Analyst,2022-08-24,7.55,Unplaced
S50037,2021,ECE,Male,7.86,"Cybersecurity, React",Accenture,Data Scientist,2022-08-30,3.42,Placed
S50038,2023,CIVIL,Female,7.45,"Computer Vision, Python, C++, Cybersecurity",Apple,Data Scientist,2023-07-13,26.88,Unplaced
S50039,2025,MECH,Male,6.32,"Deep Learning, NLP, AI",Apple,Analyst,2023-07-22,43.95,Placed
S50040,2023,EEE,Female,5.9,"DevOps, Data Science",Microsoft,Analyst,2023-05-06,31.05,Placed
S50041,2021,MECH,Female,6.19,"Node.js, Data Science, Java, SQL, Python",HCL,Web Developer,2023-05-07,19.15,Placed
S50042,2024,CIVIL,Male,8.75,"Computer Vision, DevOps",Wipro,Cloud Engineer,2023-11-14,11.88,Unplaced
S50043,2023,AIML,Male,6.45,"AI, React, NLP, C++",TCS,Web Developer,2023-12-22,15.43,Unplaced
S50044,2023,MECH,Male,7.96,"Cybersecurity, C++, React",Microsoft,Software Engineer,2023-06-26,4.56,Placed
S50045,2022,IT,Male,7.45,"DevOps, AI, Data Science, Python, React",Wipro,AI Engineer,2024-12-06,40.37,Unplaced
S50046,2023,EEE,Female,5.5,"DevOps, C++, Java",TCS,Cloud Engineer,2025-07-09,19.2,Unplaced
S50047,2022,MECH,Female,5.55,"AI, Deep Learning, DevOps",Facebook,Software Engineer,2025-04-20,23.25,Placed
S50048,2023,AIML,Female,6.58,"Cybersecurity, Python",Wipro,System Engineer,2023-07-06,38.65,Placed
S50049,2021,AIML,Female,6.46,"Cybersecurity, C++, Python",Facebook,Web Developer,2023-05-31,4.05,Placed
S50050,2021,MECH,Female,9.56,"DevOps, Deep Learning, C++, Node.js",TCS,AI Engineer,2025-07-29,5.81,Unplaced
S50051,2022,AIML,Male,5.88,"Python, DevOps, Cloud",Infosys,Web Developer,2023-06-23,43.97,Placed
S50052,2024,CSE,Female,8.9,"C++, Python, NLP, SQL, Cybersecurity",Accenture,AI Engineer,2024-04-08,42.46,Placed
S50053,2022,AIML,Female,5.46,"Python, DevOps, Machine Learning, NLP, Computer Vision",Wipro,System Engineer,2023-11-29,35.83,Placed
S50054,2023,AIML,Female,7.23,"Computer Vision, Python",Facebook,Data Scientist,2022-09-24,32.22,Unplaced
S50055,2022,MECH,Male,5.42,"AI, Java, NLP, SQL",Amazon,Analyst,2024-03-05,6.17,Placed
S50056,2025,CSE,Female,7.7,"React, Cloud, AI, Computer Vision, SQL",Amazon,Web Developer,2024-05-27,3.52,Unplaced
S50057,2024,AIML,Male,7.77,"Deep Learning, Node.js, Java",Apple,Cloud Engineer,2023-05-06,19.91,Placed
S50058,2022,MECH,Male,7.36,"AI, React",Accenture,Web Developer,2023-04-05,13.31,Placed
S50059,2024,CIVIL,Male,5.24,"AI, Deep Learning, Data Science",Microsoft,Software Engineer,2023-10-05,20.66,Unplaced
S50060,2024,AIML,Male,9.48,"Cloud, Python, Node.js",Amazon,Cloud Engineer,2022-12-01,31.88,Placed
S50061,2021,CIVIL,Female,6.34,"SQL, C++, Data Science, Java, Deep Learning",Amazon,Data Scientist,2024-01-19,14.03,Unplaced
S50062,2023,CSE,Male,7.71,"Python, Java",Google,Data Scientist,2023-12-03,37.71,Unplaced
S50063,2023,MECH,Male,6.16,"C++, Data Science, Machine Learning, NLP, Cybersecurity",Google,Data Scientist,2025-03-15,27.55,Placed
S50064,2021,ECE,Male,8.15,"Node.js, AI, React",Infosys,Software Engineer,2025-02-17,17.01,Unplaced
S50065,2022,EEE,Female,5.86,"AI, DevOps",Amazon,Analyst,2022-08-27,22.88,Unplaced
S50066,2025,CSE,Male,5.63,"DevOps, Python, Machine Learning, NLP, Cybersecurity",Accenture,Data Scientist,2025-03-04,23.24,Unplaced
S50067,2024,EEE,Male,6.01,"Deep Learning, SQL, NLP",TCS,Cloud Engineer,2025-07-10,34.55,Placed
S50068,2023,ECE,Male,9.07,"Cloud, Node.js",Infosys,AI Engineer,2024-01-28,9.01,Placed
S50069,2024,EEE,Male,5.47,"Java, AI, Cybersecurity, Deep Learning, Machine Learning",TCS,System Engineer,2022-12-02,31.68,Placed
S50070,2022,EEE,Male,5.52,"NLP, React, Python",TCS,Web Developer,2023-12-16,4.14,Unplaced
S50071,2025,EEE,Female,7.73,"Node.js, AI, Cloud, Cybersecurity, SQL",Google,Analyst,2024-02-25,9.16,Unplaced
S50072,2023,MECH,Male,8.4,"Deep Learning, Computer Vision, Java",Google,Software Engineer,2023-12-10,35.5,Unplaced
S50073,2023,CSE,Female,9.65,"Java, Python, AI",Microsoft,Web Developer,2024-09-06,43.4,Unplaced
S50074,2023,CIVIL,Male,7.42,"Computer Vision, Java",Facebook,AI Engineer,2025-08-07,43.94,Unplaced
S50075,2024,CSE,Female,6.89,"Computer Vision, DevOps, Cloud",TCS,System Engineer,2023-12-25,16.62,Unplaced
S50076,2022,CSE,Male,6.47,"AI, Cloud, Java, C++",Microsoft,Web Developer,2023-06-05,20.35,Placed
S50077,2022,CIVIL,Male,7.85,"React, Machine Learning, Computer Vision, Node.js, SQL",Accenture,Data Scientist,2024-09-07,15.7,Unplaced
S50078,2021,MECH,Female,5.94,"C++, Java",Apple,Analyst,2024-08-25,26.31,Placed
S50079,2024,IT,Female,7.97,"Cybersecurity, Java, Python, Node.js",Amazon,Cloud Engineer,2025-08-20,24.81,Placed
S50080,2023,IT,Female,8.23,"Computer Vision, Cybersecurity, Cloud",Wipro,Cloud Engineer,2023-05-22,7.23,Placed
S50081,2022,CSE,Male,6.68,"Cloud, AI, Java, Computer Vision",Wipro,Web Developer,2022-11-18,16.56,Placed
S50082,2025,MECH,Male,6.83,"Machine Learning, Computer Vision",TCS,AI Engineer,2023-09-23,10.26,Placed
S50083,2022,EEE,Female,6.88,"Cloud, Data Science",Amazon,Web Developer,2022-09-26,3.14,Unplaced
S50084,2023,CIVIL,Male,7.45,"Python, Java, AI, Node.js",TCS,Cloud Engineer,2024-02-28,33.97,Unplaced
S50085,2024,IT,Female,9.53,"Cloud, Java",Apple,System Engineer,2024-05-11,17.15,Placed
S50086,2025,EEE,Male,6.1,"Deep Learning, DevOps, Cybersecurity",Microsoft,Data Scientist,2022-09-19,14.38,Placed
S50087,2025,EEE,Female,9.92,"NLP, Machine Learning, Java, Node.js, Data Science",Amazon,Cloud Engineer,2024-12-21,6.51,Placed
S50088,2023,AIML,Male,5.11,"React, NLP, SQL, Java, Python",Facebook,Data Scientist,2024-06-02,43.92,Unplaced
S50089,2021,EEE,Male,9.78,"SQL, Python, NLP, C++, React",HCL,System Engineer,2024-03-12,39.13,Placed
S50090,2022,CSE,Female,8.85,"AI, NLP, React, Computer Vision, Python",Amazon,AI Engineer,2024-03-28,9.23,Placed
S50091,2024,AIML,Male,9.97,"React, Computer Vision, Machine Learning",Apple,Data Scientist,2025-02-05,22.73,Unplaced
S50092,2021,CIVIL,Male,8.85,"Java, Computer Vision, DevOps, React, Python",Infosys,Data Scientist,2022-09-05,11.25,Placed
S50093,2024,ECE,Female,5.68,"Java, Data Science, Cloud",Google,Software Engineer,2024-07-25,10.76,Unplaced
S50094,2021,ECE,Male,8.77,"Data Science, AI, Machine Learning, C++",Apple,Analyst,2022-11-02,40.64,Placed
S50095,2023,CSE,Male,8.22,"Deep Learning, Data Science, Node.js, SQL",Accenture,System Engineer,2023-05-30,43.57,Placed
S50096,2025,IT,Female,5.09,"Cybersecurity, React",Amazon,Data Scientist,2025-04-16,23.21,Placed
S50097,2021,CSE,Male,7.09,"AI, Deep Learning, Python",HCL,Data Scientist,2023-06-23,4.61,Unplaced
S50098,2023,AIML,Male,7.79,"Node.js, Java, DevOps, NLP, Data Science",Accenture,Analyst,2023-02-22,14.58,Unplaced
S50099,2024,ECE,Male,7.95,"DevOps, Node.js",Google,Web Developer,2023-09-08,11.91,Unplaced
S50100,2021,MECH,Female,9.09,"NLP, React, C++, Node.js",TCS,Software Engineer,2024-08-09,23.76,Placed
S50101,2025,EEE,Male,5.3,"Java, Data Science",Amazon,AI Engineer,2024-02-07,43.64,Unplaced
S50102,2023,EEE,Male,8.71,"Deep Learning, NLP, Python, DevOps",Apple,System Engineer,2024-10-26,9.98,Placed
S50103,2023,MECH,Female,9.58,"Cloud, C++, Computer Vision",Google,Web Developer,2024-02-24,17.91,Placed
S50104,2021,EEE,Male,8.47,"DevOps, NLP, Computer Vision, Python, Cybersecurity",Accenture,System Engineer,2024-11-14,7.93,Unplaced
S50105,2025,MECH,Male,7.68,"Cybersecurity, Java",Accenture,Software Engineer,2023-09-15,4.79,Unplaced
S50106,2023,CIVIL,Male,9.78,"Java, React, AI, Deep Learning",Apple,System Engineer,2024-08-10,15.54,Placed
S50107,2023,MECH,Female,7.33,"DevOps, Machine Learning, Deep Learning",TCS,Analyst,2023-02-05,11.62,Placed
S50108,2022,ECE,Male,8.2,"Cloud, SQL, DevOps, React, C++",Facebook,Data Scientist,2025-02-23,41.43,Placed
S50109,2025,EEE,Female,9.56,"React, Deep Learning, Cloud",Wipro,Analyst,2024-03-14,25.52,Placed
S50110,2025,IT,Male,7.1,"NLP, Data Science, Deep Learning, Cloud",Microsoft,Data Scientist,2023-11-24,13.89,Unplaced
S50111,2025,ECE,Female,8.15,"NLP, Java",Microsoft,AI Engineer,2022-10-17,7.03,Unplaced
S50112,2025,IT,Male,8.88,"C++, DevOps, Data Science, Cybersecurity, Deep Learning",Microsoft,System Engineer,2024-06-24,39.03,Placed
S50113,2023,CSE,Female,8.58,"NLP, React, Java, AI, Deep Learning",Microsoft,Data Scientist,2023-01-10,4.65,Placed
S50114,2025,EEE,Male,7.31,"Machine Learning, React",Google,Analyst,2023-07-11,25.73,Placed
S50115,2025,ECE,Female,9.73,"React, Java, C++, Machine Learning, NLP",Accenture,Analyst,2024-02-02,6.99,Unplaced
S50116,2024,CSE,Female,6.53,"NLP, React, Python, Machine Learning, SQL",Amazon,System Engineer,2024-10-26,30.56,Placed
S50117,2022,ECE,Male,5.7,"NLP, DevOps",Wipro,AI Engineer,2025-03-27,21.61,Unplaced
S50118,2023,IT,Female,7.28,"AI, Cybersecurity, Cloud, Java, C++",Accenture,Data Scientist,2024-03-07,22.2,Placed
S50119,2024,IT,Male,6.25,"Cybersecurity, Node.js",Apple,Analyst,2023-04-09,22.49,Placed
S50120,2024,CSE,Female,7.9,"DevOps, Data Science, Cybersecurity, Python",HCL,Web Developer,2024-02-01,26.33,Placed
S50121,2021,ECE,Female,8.2,"NLP, Computer Vision, SQL, Cloud, Deep Learning",Accenture,AI Engineer,2023-10-24,5.43,Unplaced
S50122,2022,MECH,Female,6.47,"AI, C++, Deep Learning, DevOps",Facebook,Cloud Engineer,2025-08-17,42.96,Placed
S50123,2021,EEE,Male,6.56,"DevOps, Deep Learning, React, Cloud, Computer Vision",Wipro,AI Engineer,2024-12-15,41.41,Unplaced
S50124,2025,AIML,Male,5.8,"DevOps, Python, SQL, Node.js, Cybersecurity",TCS,Software Engineer,2023-01-12,12.55,Placed
S50125,2024,CSE,Male,5.84,"NLP, SQL, Machine Learning",Infosys,Web Developer,2023-12-20,7.29,Unplaced
S50126,2022,CIVIL,Female,9.6,"DevOps, Machine Learning, Cloud",Microsoft,Web Developer,2025-07-22,42.1,Unplaced
S50127,2024,MECH,Female,6.12,"Data Science, SQL",Accenture,Analyst,2023-12-27,34.82,Unplaced
S50128,2021,ECE,Male,5.74,"Node.js, Python",Facebook,Cloud Engineer,2023-12-10,10.97,Placed
S50129,2024,EEE,Female,7.38,"Python, AI",Accenture,Analyst,2023-05-24,22.54,Placed
S50130,2021,CIVIL,Female,9.95,"Java, Cybersecurity, Data Science",Facebook,Software Engineer,2022-12-21,25.43,Placed
S50131,2022,IT,Female,5.02,"Python, Deep Learning, Machine Learning, Cybersecurity, React",Infosys,Data Scientist,2025-04-21,35.42,Placed
S50132,2024,CIVIL,Male,6.09,"Computer Vision, Node.js, C++, React, Python",Apple,System Engineer,2023-04-10,25.04,Placed
S50133,2023,AIML,Male,9.35,"AI, NLP, React, DevOps, Cybersecurity",HCL,Cloud Engineer,2025-07-27,32.97,Unplaced
S50134,2022,IT,Female,7.91,"Machine Learning, NLP",HCL,Cloud Engineer,2023-12-15,9.77,Placed
S50135,2025,EEE,Female,9.08,"C++, Python, SQL, Computer Vision",Infosys,Software Engineer,2024-09-11,34.2,Unplaced
S50136,2023,CIVIL,Male,7.44,"Python, Computer Vision, Cybersecurity, Cloud",TCS,Cloud Engineer,2023-04-29,40.19,Unplaced
S50137,2025,EEE,Female,8.04,"C++, React, NLP, SQL, Node.js",Google,Data Scientist,2022-11-05,23.18,Placed
S50138,2025,CSE,Female,6.1,"Java, Computer Vision, Cybersecurity, Data Science",Infosys,Data Scientist,2022-12-25,16.47,Placed
S50139,2023,CIVIL,Male,9.63,"AI, DevOps",Microsoft,Software Engineer,2025-03-12,23.46,Unplaced
S50140,2022,EEE,Female,5.76,"Cloud, Node.js, Computer Vision, Java",HCL,Data Scientist,2024-11-27,40.0,Placed
S50141,2025,ECE,Male,9.66,"React, Java, C++, Data Science",Infosys,Software Engineer,2024-05-13,44.51,Placed
S50142,2023,CIVIL,Male,7.31,"NLP, Computer Vision",Wipro,AI Engineer,2022-10-10,4.49,Unplaced
S50143,2021,MECH,Male,9.45,"Deep Learning, Node.js, SQL, AI",TCS,Analyst,2023-08-25,24.29,Unplaced
S50144,2024,CIVIL,Male,8.08,"Computer Vision, React, Java, C++, AI",Wipro,AI Engineer,2025-03-01,39.92,Unplaced
S50145,2023,EEE,Male,5.88,"C++, Cybersecurity, Deep Learning, Python, Cloud",Microsoft,Analyst,2024-02-07,34.73,Placed
S50146,2021,CSE,Female,8.13,"React, DevOps, Machine Learning, Python",Infosys,System Engineer,2023-09-14,15.46,Unplaced
S50147,2025,CIVIL,Female,9.21,"NLP, Python, C++, Data Science, Node.js",TCS,Cloud Engineer,2024-07-29,29.25,Placed
S50148,2024,ECE,Female,9.6,"DevOps, Java, React, AI",Wipro,AI Engineer,2025-05-29,8.47,Unplaced
S50149,2023,ECE,Male,5.87,"Python, DevOps, React, Data Science, Deep Learning",Facebook,Analyst,2024-06-07,9.53,Unplaced
S50150,2021,ECE,Female,5.18,"DevOps, React, Machine Learning",Wipro,Analyst,2023-04-05,31.05,Placed
S50151,2021,AIML,Female,5.5,"Cloud, Data Science, C++, Python",Google,Data Scientist,2022-11-16,23.98,Unplaced
S50152,2024,MECH,Male,5.23,"Data Science, AI, Computer Vision",Facebook,AI Engineer,2025-05-09,22.15,Placed
S50153,2021,AIML,Male,5.54,"Java, Machine Learning, Computer Vision, DevOps",Microsoft,Cloud Engineer,2022-10-11,44.8,Unplaced
S50154,2023,ECE,Female,5.85,"Deep Learning, Java, React, C++",Facebook,Web Developer,2024-09-26,43.45,Placed
S50155,2023,EEE,Male,9.25,"React, DevOps, Cloud",Microsoft,AI Engineer,2024-01-23,23.35,Unplaced
S50156,2021,EEE,Male,5.6,"Computer Vision, Machine Learning",TCS,AI Engineer,2023-07-09,13.13,Unplaced
S50157,2021,AIML,Male,7.96,"SQL, React, Data Science, AI",Apple,Web Developer,2023-03-12,12.05,Unplaced
S50158,2024,IT,Male,7.96,"Machine Learning, Python, Cloud",Apple,Software Engineer,2025-01-14,12.59,Placed
S50159,2024,CIVIL,Male,6.41,"Machine Learning, AI, C++",Microsoft,Analyst,2023-03-16,27.86,Unplaced
S50160,2022,AIML,Female,8.15,"Java, Cloud, C++, NLP",Wipro,Cloud Engineer,2025-04-27,25.9,Placed
S50161,2023,MECH,Female,9.72,"Deep Learning, Python",HCL,Data Scientist,2024-05-25,28.43,Unplaced
S50162,2024,ECE,Female,9.26,"C++, Machine Learning, Node.js, SQL",HCL,Web Developer,2023-02-03,11.18,Placed
S50163,2025,AIML,Male,9.57,"Deep Learning, SQL, Python",Facebook,AI Engineer,2023-05-11,33.1,Unplaced
S50164,2024,AIML,Female,5.4,"Deep Learning, Cybersecurity, Java, Cloud",Facebook,Software Engineer,2024-06-27,28.35,Unplaced
S50165,2024,EEE,Female,5.34,"Node.js, C++, React, DevOps, Computer Vision",HCL,Software Engineer,2024-03-23,35.36,Unplaced
S50166,2025,MECH,Male,6.01,"Data Science, SQL, DevOps, C++",TCS,System Engineer,2023-04-10,28.89,Placed
S50167,2024,CIVIL,Male,7.83,"Deep Learning, AI",Facebook,System Engineer,2022-11-21,23.67,Placed
S50168,2024,EEE,Female,7.22,"Machine Learning, Data Science, Cybersecurity",Facebook,Data Scientist,2024-06-05,6.55,Unplaced
S50169,2024,MECH,Male,9.3,"Python, Node.js, Cybersecurity",Accenture,Web Developer,2023-11-22,32.35,Placed
S50170,2021,AIML,Male,9.21,"Computer Vision, C++, Java, Python, Data Science",Infosys,Analyst,2023-03-29,44.56,Unplaced
S50171,2022,IT,Female,7.56,"Python, AI, Cloud, Data Science",Google,System Engineer,2024-07-25,44.54,Placed
S50172,2022,MECH,Female,6.39,"Machine Learning, AI, DevOps, Computer Vision",Wipro,Web Developer,2025-04-11,5.8,Unplaced
S50173,2024,IT,Female,7.07,"Data Science, React, Python",TCS,Software Engineer,2023-05-11,36.23,Placed
S50174,2023,ECE,Male,9.71,"AI, Machine Learning, Deep Learning, Java",HCL,System Engineer,2024-11-10,13.63,Unplaced
S50175,2021,IT,Male,5.51,"AI, C++, SQL, Machine Learning",TCS,AI Engineer,2024-07-26,42.75,Placed
S50176,2024,CIVIL,Female,6.92,"Deep Learning, NLP",HCL,Web Developer,2024-09-18,19.43,Placed
S50177,2021,CSE,Female,6.53,"C++, Cybersecurity, DevOps, Computer Vision, Data Science",HCL,Cloud Engineer,2025-07-27,15.8,Placed
S50178,2024,EEE,Male,7.27,"Cybersecurity, Node.js, Java, Deep Learning",HCL,Cloud Engineer,2023-12-28,6.13,Unplaced
S50179,2021,CSE,Male,8.21,"SQL, Machine Learning, DevOps, AI, Cybersecurity",Wipro,Analyst,2024-09-04,24.88,Placed
S50180,2022,CIVIL,Male,5.12,"React, Python, DevOps, Node.js, Data Science",HCL,Data Scientist,2023-10-21,40.69,Unplaced
S50181,2023,IT,Male,9.26,"Deep Learning, Java, Computer Vision, NLP, Cloud",Accenture,Analyst,2023-11-17,15.24,Unplaced
S50182,2021,CIVIL,Female,9.68,"Python, Machine Learning, React",HCL,Cloud Engineer,2024-08-21,39.57,Placed
S50183,2022,ECE,Male,8.43,"C++, Machine Learning, Node.js, DevOps, AI",Accenture,Cloud Engineer,2024-05-10,39.28,Unplaced
S50184,2022,AIML,Female,7.41,"Deep Learning, Java, Node.js, Data Science, DevOps",TCS,Cloud Engineer,2023-04-06,28.51,Placed
S50185,2021,MECH,Female,8.3,"Computer Vision, Deep Learning, DevOps, SQL",Google,Web Developer,2023-02-12,17.6,Unplaced
S50186,2022,AIML,Male,6.91,"Data Science, Cloud, Deep Learning, React, Cybersecurity",Facebook,Analyst,2024-03-29,10.58,Placed
S50187,2023,CSE,Male,8.88,"AI, SQL, Cloud, Node.js, DevOps",Microsoft,System Engineer,2024-11-25,44.93,Unplaced
S50188,2022,EEE,Male,7.82,"Data Science, Machine Learning, Computer Vision, C++, React",TCS,AI Engineer,2023-05-27,38.23,Unplaced
S50189,2024,ECE,Male,6.15,"AI, Node.js",TCS,Data Scientist,2025-04-21,6.66,Unplaced
S50190,2023,ECE,Male,6.51,"SQL, Cybersecurity, Node.js, DevOps",Amazon,System Engineer,2024-10-05,11.3,Unplaced
S50191,2024,AIML,Female,9.65,"AI, Computer Vision",Accenture,Data Scientist,2024-01-29,7.45,Placed
S50192,2025,CSE,Female,8.5,"NLP, Python",HCL,AI Engineer,2023-05-28,42.59,Placed
S50193,2025,IT,Male,8.45,"Deep Learning, Cybersecurity, Machine Learning, Cloud",Infosys,Web Developer,2023-01-07,9.76,Unplaced
S50194,2023,MECH,Female,8.68,"Cybersecurity, Deep Learning, Data Science, AI",Google,AI Engineer,2024-09-24,30.62,Unplaced
S50195,2025,MECH,Male,6.31,"AI, Java",Microsoft,Analyst,2023-10-19,7.37,Unplaced
S50196,2025,CSE,Female,9.93,"Computer Vision, React, Python, Node.js, Cloud",TCS,AI Engineer,2024-10-30,34.93,Unplaced
S50197,2021,AIML,Male,7.94,"Node.js, C++",Microsoft,AI Engineer,2024-12-20,14.81,Placed
S50198,2021,EEE,Male,5.66,"Machine Learning, DevOps",Wipro,Web Developer,2024-10-11,6.17,Placed
S50199,2021,MECH,Male,7.94,"Cloud, Cybersecurity, React",HCL,Analyst,2024-03-05,23.86,Placed
S50200,2022,IT,Female,8.04,"Python, DevOps, C++, NLP, React",Apple,Data Scientist,2022-11-28,31.66,Unplaced
S50201,2021,EEE,Male,9.94,"DevOps, Node.js, NLP, React, Machine Learning",TCS,Cloud Engineer,2024-02-25,17.74,Unplaced
S50202,2021,CIVIL,Male,9.72,"Machine Learning, DevOps",HCL,System Engineer,2025-08-05,42.28,Unplaced
S50203,2023,CIVIL,Female,9.95,"Deep Learning, React, Java, AI",Microsoft,Web Developer,2025-02-19,6.04,Placed
S50204,2021,IT,Female,7.19,"React, Machine Learning, Cloud, Data Science",Facebook,Data Scientist,2025-06-18,6.53,Unplaced
S50205,2023,CSE,Female,9.53,"Machine Learning, NLP, Cloud, Data Science, C++",Accenture,Analyst,2022-10-14,9.27,Placed
S50206,2024,CIVIL,Male,5.24,"DevOps, Data Science",Apple,System Engineer,2023-12-09,23.73,Placed
S50207,2024,MECH,Male,8.38,"C++, Cloud, AI, SQL",Google,Cloud Engineer,2024-03-08,40.16,Placed
S50208,2021,MECH,Female,9.11,"NLP, Java",Wipro,Cloud Engineer,2025-01-06,40.7,Placed
S50209,2025,IT,Female,9.28,"React, Data Science, Java",Google,Cloud Engineer,2025-08-20,7.68,Placed
S50210,2024,ECE,Female,6.11,"Cloud, Machine Learning, NLP, AI, C++",Facebook,Software Engineer,2025-06-25,33.65,Unplaced
S50211,2024,CSE,Female,9.66,"Machine Learning, Python, Computer Vision, NLP, SQL",Infosys,Data Scientist,2023-11-01,9.01,Unplaced
S50212,2022,ECE,Male,8.45,"Machine Learning, Data Science, DevOps, SQL",TCS,Data Scientist,2024-09-14,35.04,Placed
S50213,2024,IT,Female,5.27,"Deep Learning, AI, C++, Java",Wipro,Software Engineer,2023-10-07,8.12,Placed
S50214,2023,CIVIL,Female,6.33,"NLP, Machine Learning, DevOps, Node.js, Computer Vision",Wipro,Data Scientist,2025-07-30,25.72,Unplaced
S50215,2023,CIVIL,Male,8.54,"Python, Computer Vision, Deep Learning, Data Science, React",Facebook,AI Engineer,2023-11-21,7.66,Placed
S50216,2024,CIVIL,Female,8.44,"Data Science, AI",Wipro,Web Developer,2024-02-01,23.81,Placed
S50217,2025,CIVIL,Female,9.16,"NLP, Machine Learning, React, Deep Learning, Python",Microsoft,AI Engineer,2025-05-27,17.24,Unplaced
S50218,2025,ECE,Male,5.5,"AI, C++, Deep Learning, NLP",Microsoft,Data Scientist,2023-05-26,6.33,Unplaced
S50219,2025,CSE,Male,9.6,"Cybersecurity, Cloud, Computer Vision, Deep Learning",Infosys,Software Engineer,2025-02-09,18.95,Unplaced
