StudentID,Year,Department,Gender,CGPA,Skills,Company,Role,OfferDate,CTC_LPA,Status
S40030,2023,CIVIL,Female,6.63,"Computer Vision, Python, Cloud, NLP",HCL,Cloud Engineer,2023-11-14,37.85,Unplaced
S40031,2021,IT,Male,7.92,"DevOps, Cloud, Java, AI, C++",Wipro,Web Developer,2025-04-21,40.23,Placed
S40032,2025,AIML,Female,9.26,"Computer Vision, Cloud, Machine Learning, Node.js, AI",Apple,AI Engineer,2024-03-22,12.68,Unplaced
S40033,2025,CIVIL,Female,9.5,"SQL, React, Data Science, Deep Learning, Node.js",Infosys,Analyst,2023-01-03,3.55,Placed
S40034,2025,EEE,Female,7.02,"Cloud, Python, C++, SQL, Java",Wipro,Web Developer,2025-03-20,41.64,Unplaced
S40035,2021,AIML,Female,7.42,"Computer Vision, Cloud, AI, Java, C++",Facebook,Software Engineer,2024-01-28,15.57,Placed
S40036,2022,EEE,Female,5.09,"C++, AI, Java",Facebook,Software Engineer,2025-06-30,42.87,Placed
S40037,2021,ECE,Male,9.39,"Cloud, DevOps, Cybersecurity, C++",Amazon,Web Developer,2024-04-15,20.43,Placed
S40038,2021,MECH,Female,8.47,"SQL, React, C++",Facebook,Cloud Engineer,2024-10-15,15.52,Placed
S40039,2024,IT,Male,9.37,"SQL, React, Computer Vision, DevOps",Apple,Cloud Engineer,2023-09-12,19.83,Placed
S40040,2024,CSE,Female,9.9,"Computer Vision, DevOps, Python, Deep Learning",Amazon,Software Engineer,2023-05-25,9.58,Placed
S40041,2022,IT,Male,7.38,"Computer Vision, NLP, Node.js",Infosys,AI Engineer,2023-09-10,38.6,Placed
S40042,2021,EEE,Female,6.53,"Cloud, Cybersecurity, Python, DevOps, Machine Learning",Apple,Analyst,2024-08-26,39.03,Unplaced
S40043,2024,CIVIL,Female,9.04,"Computer Vision, Machine Learning",TCS,Software Engineer,2023-10-30,30.65,Placed
S40044,2025,ECE,Female,9.94,"Computer Vision, Java, C++, Cybersecurity",Google,System Engineer,2023-01-07,24.8,Placed
S40045,2021,IT,Male,6.68,"Cybersecurity, Deep Learning, Java",HCL,Cloud Engineer,2024-12-19,37.65,Placed
S40046,2021,AIML,Male,8.12,"Computer Vision, Cybersecurity",Google,Software Engineer,2023-12-01,23.08,Placed
S40047,2022,ECE,Male,9.45,"NLP, Deep Learning, React, DevOps",Accenture,System Engineer,2022-09-02,4.43,Unplaced
S40048,2024,CSE,Female,7.8,"AI, Machine Learning, Cybersecurity, Computer Vision",Infosys,AI Engineer,2023-11-18,10.34,Placed
S40049,2024,EEE,Female,6.66,"DevOps, NLP, React, Data Science, Cloud",Facebook,AI Engineer,2025-01-27,14.74,Placed
S40050,2021,EEE,Female,8.04,"Cloud, AI, Data Science",Microsoft,Cloud Engineer,2025-08-21,9.97,Placed
S40051,2022,ECE,Male,9.45,"AI, Java, DevOps, Data Science, Python",Wipro,Analyst,2023-12-19,44.59,Placed
S40052,2021,IT,Male,5.57,"Deep Learning, NLP, Cloud, AI",Amazon,Web Developer,2024-10-19,6.18,Placed
S40053,2021,AIML,Male,8.38,"Python, Cloud, Data Science, DevOps",TCS,Web Developer,2023-06-21,44.28,Unplaced
S40054,2022,IT,Male,5.25,"C++, DevOps",Google,Web Developer,2024-05-26,40.95,Unplaced
S40055,2021,AIML,Male,8.99,"Node.js, Cloud, SQL, Computer Vision, AI",TCS,AI Engineer,2024-06-10,21.06,Unplaced
S40056,2021,AIML,Male,5.91,"Machine Learning, Deep Learning, Computer Vision, Data Science",Accenture,Cloud Engineer,2025-03-09,11.17,Unplaced
S40057,2024,ECE,Male,9.72,"Data Science, C++, SQL",Facebook,Software Engineer,2023-11-12,4.13,Placed
S40058,2023,AIML,Female,9.69,"Python, Deep Learning, AI, Cybersecurity, React",Amazon,Data Scientist,2024-06-21,44.8,Unplaced
S40059,2023,ECE,Male,7.23,"Node.js, Python, Cybersecurity",Infosys,Data Scientist,2024-07-23,7.83,Unplaced
S40060,2025,MECH,Male,9.47,"C++, DevOps, SQL, Python, Computer Vision",Accenture,Data Scientist,2023-04-29,28.2,Placed
S40061,2021,EEE,Female,6.16,"Cloud, Python, C++",Amazon,Analyst,2023-08-19,14.99,Unplaced
S40062,2023,MECH,Female,5.85,"Computer Vision, DevOps, SQL, NLP",Accenture,AI Engineer,2023-12-08,13.84,Unplaced
S40063,2025,CSE,Male,6.83,"Node.js, Computer Vision, Java",Microsoft,Web Developer,2023-09-29,28.02,Placed
S40064,2022,MECH,Male,7.98,"SQL, NLP",TCS,Cloud Engineer,2022-10-28,42.43,Placed
S40065,2025,IT,Male,6.32,"Deep Learning, Node.js",Apple,Data Scientist,2022-12-25,29.99,Unplaced
S40066,2025,CIVIL,Male,9.44,"Computer Vision, React, Python, AI",TCS,Analyst,2022-11-01,28.34,Unplaced
S40067,2021,IT,Female,8.39,"AI, Python, Deep Learning, Machine Learning, DevOps",Facebook,Cloud Engineer,2024-08-09,10.22,Placed
S40068,2021,CSE,Male,9.78,"Java, Computer Vision, SQL, DevOps, Data Science",Amazon,Web Developer,2025-04-21,11.4,Placed
S40069,2021,CSE,Male,7.18,"Computer Vision, Java, AI",HCL,AI Engineer,2023-10-31,24.57,Unplaced
S40070,2022,MECH,Male,7.9,"Cloud, Python",Amazon,Software Engineer,2024-11-05,35.24,Unplaced
S40071,2023,MECH,Female,9.82,"SQL, Data Science, Computer Vision",Wipro,Data Scientist,2024-11-29,44.39,Unplaced
S40072,2022,EEE,Male,7.9,"Deep Learning, Cloud, DevOps",Accenture,Web Developer,2025-05-24,28.13,Unplaced
S40073,2023,IT,Female,5.8,"NLP, Data Science, Cybersecurity, Machine Learning",HCL,System Engineer,2024-08-23,28.92,Unplaced
S40074,2023,AIML,Male,6.58,"AI, Data Science, DevOps",Facebook,Data Scientist,2025-08-14,21.53,Unplaced
S40075,2021,MECH,Male,5.23,"Computer Vision, DevOps",HCL,Data Scientist,2024-02-05,12.36,Placed
S40076,2023,CIVIL,Female,6.93,"Cybersecurity, React, Deep Learning, SQL, Java",TCS,Cloud Engineer,2023-04-04,4.83,Placed
S40077,2021,EEE,Male,6.96,"React, DevOps, Cybersecurity",Google,Analyst,2025-07-03,12.35,Unplaced
S40078,2023,MECH,Female,9.39,"Python, Data Science, NLP",Microsoft,Cloud Engineer,2023-06-21,18.9,Placed
S40079,2024,ECE,Female,7.76,"React, C++",Microsoft,System Engineer,2022-12-03,19.28,Placed
S40080,2021,CSE,Female,5.5,"Node.js, Computer Vision, Cybersecurity",TCS,Cloud Engineer,2024-05-24,40.86,Unplaced
S40081,2023,EEE,Female,9.45,"Computer Vision, Cybersecurity, Java, Data Science, React",HCL,Cloud Engineer,2023-07-02,6.23,Unplaced
S40082,2024,CIVIL,Female,9.39,"Computer Vision, React, Deep Learning",Microsoft,AI Engineer,2025-05-04,25.45,Placed
S40083,2025,IT,Female,6.16,"Computer Vision, React, Node.js, NLP",HCL,Cloud Engineer,2025-04-30,30.98,Unplaced
S40084,2021,AIML,Female,8.82,"Computer Vision, Cybersecurity, NLP, Deep Learning, Machine Learning",Amazon,AI Engineer,2024-07-07,18.12,Unplaced
S40085,2025,CIVIL,Female,8.87,"Node.js, React, Cybersecurity",Wipro,AI Engineer,2023-10-25,29.12,Placed
S40086,2024,ECE,Male,9.41,"NLP, Python, Node.js",Accenture,AI Engineer,2023-06-03,8.56,Placed
S40087,2022,AIML,Female,5.77,"NLP, Node.js, Cloud, Machine Learning",Apple,Cloud Engineer,2024-02-25,5.37,Placed
S40088,2021,EEE,Male,8.61,"Machine Learning, Node.js, AI",HCL,Software Engineer,2024-06-29,25.87,Placed
S40089,2022,IT,Male,9.27,"Machine Learning, Python, SQL",Wipro,AI Engineer,2025-02-21,17.66,Unplaced
S40090,2025,IT,Female,8.3,"Cloud, Deep Learning",Apple,Software Engineer,2024-01-02,5.42,Unplaced
S40091,2021,AIML,Female,5.34,"Python, Node.js, Cybersecurity",Infosys,AI Engineer,2025-05-03,5.94,Placed
S40092,2022,CIVIL,Female,8.52,"SQL, NLP, React, Cybersecurity, Java",Amazon,Data Scientist,2025-01-05,4.45,Unplaced
S40093,2025,AIML,Female,9.28,"Cloud, React, Machine Learning, DevOps",Apple,AI Engineer,2023-06-26,26.97,Unplaced
S40094,2024,CIVIL,Female,9.41,"AI, Cybersecurity, Computer Vision, Java",Amazon,Analyst,2024-01-06,35.7,Placed
S40095,2024,CIVIL,Male,8.25,"SQL, Java, Computer Vision",Microsoft,Cloud Engineer,2023-01-25,15.86,Placed
S40096,2025,EEE,Male,8.24,"Deep Learning, Computer Vision",Facebook,Cloud Engineer,2022-11-25,34.95,Placed
S40097,2023,MECH,Female,6.35,"Python, Java, React, Data Science",Accenture,Cloud Engineer,2023-08-12,9.83,Unplaced
S40098,2025,CIVIL,Female,9.76,"NLP, Node.js, Machine Learning",Amazon,Cloud Engineer,2023-10-27,10.06,Placed
S40099,2022,IT,Female,9.71,"C++, Cloud, Computer Vision, Data Science",Accenture,Analyst,2025-02-11,21.05,Unplaced
S40100,2023,ECE,Male,9.03,"Deep Learning, Computer Vision, C++, Java, DevOps",Apple,Web Developer,2025-04-04,21.42,Unplaced
S40101,2024,CSE,Female,6.87,"Cloud, Deep Learning",Accenture,Software Engineer,2023-08-25,9.65,Placed
S40102,2024,EEE,Male,5.16,"DevOps, Machine Learning, React",HCL,Data Scientist,2023-02-27,11.03,Unplaced
S40103,2023,EEE,Female,6.67,"Cybersecurity, DevOps, Python",Accenture,Software Engineer,2024-01-18,35.7,Placed
S40104,2021,MECH,Female,6.67,"C++, Data Science",Google,Web Developer,2023-05-24,33.67,Unplaced
S40105,2023,IT,Female,7.19,"Cloud, Python, React, Cybersecurity, C++",Amazon,System Engineer,2023-11-16,20.1,Unplaced
S40106,2022,CIVIL,Female,7.65,"AI, Cloud, Java, C++",Amazon,AI Engineer,2024-08-04,29.18,Placed
S40107,2021,EEE,Male,9.52,"Cloud, Cybersecurity, Machine Learning, Python",Infosys,System Engineer,2022-09-30,14.35,Placed
S40108,2021,CSE,Male,9.61,"SQL, Node.js, AI, Java",TCS,AI Engineer,2022-10-27,25.72,Unplaced
S40109,2022,CSE,Female,6.27,"React, Data Science, Python, Cloud",Accenture,Data Scientist,2024-02-27,20.95,Unplaced
S40110,2025,CSE,Male,7.87,"Node.js, NLP",Accenture,AI Engineer,2025-08-09,20.19,Placed
S40111,2024,EEE,Female,7.61,"Cloud, C++, DevOps, Node.js, SQL",Amazon,AI Engineer,2022-12-28,38.48,Unplaced
S40112,2021,EEE,Male,6.48,"Deep Learning, SQL, Node.js, NLP, Data Science",Google,AI Engineer,2023-11-08,35.93,Unplaced
S40113,2023,MECH,Female,5.71,"Cloud, Data Science, Computer Vision",Microsoft,AI Engineer,2025-07-05,42.58,Unplaced
S40114,2024,ECE,Female,7.52,"Machine Learning, NLP, React, Deep Learning, Data Science",Amazon,Cloud Engineer,2024-01-12,13.74,Placed
S40115,2022,EEE,Male,8.23,"Java, Deep Learning, Cloud",Google,Data Scientist,2022-09-19,16.36,Unplaced
S40116,2023,CIVIL,Male,5.39,"Node.js, Data Science",Amazon,Web Developer,2024-01-05,17.55,Unplaced
S40117,2021,ECE,Male,7.78,"DevOps, Node.js, SQL, Cloud, NLP",Amazon,Data Scientist,2023-11-13,34.37,Unplaced
S40118,2024,AIML,Male,9.18,"Node.js, DevOps, AI, Cybersecurity",Accenture,Data Scientist,2024-01-03,42.12,Placed
S40119,2024,IT,Female,5.65,"Deep Learning, C++",HCL,Cloud Engineer,2023-04-16,13.09,Unplaced
S40120,2022,MECH,Male,9.5,"Computer Vision, Cybersecurity, Java, Python, Data Science",HCL,AI Engineer,2025-05-30,10.14,Placed
S40121,2023,CIVIL,Male,8.13,"SQL, Cybersecurity",TCS,Software Engineer,2024-05-20,4.26,Placed
S40122,2025,AIML,Male,5.88,"Computer Vision, C++, Python, DevOps",TCS,AI Engineer,2025-04-11,29.93,Unplaced
S40123,2024,IT,Male,7.5,"Cloud, Deep Learning, DevOps, AI",Apple,Software Engineer,2025-07-13,24.97,Unplaced
S40124,2023,AIML,Male,9.19,"Java, Cybersecurity, Deep Learning, DevOps",Accenture,Software Engineer,2022-12-20,33.84,Unplaced
S40125,2021,EEE,Female,7.33,"SQL, NLP, Cybersecurity, Node.js, Data Science",Accenture,Software Engineer,2023-11-20,24.77,Placed
S40126,2024,MECH,Female,9.98,"Node.js, Cybersecurity, Python, Deep Learning",Amazon,System Engineer,2025-04-07,12.08,Unplaced
S40127,2023,CSE,Male,8.66,"Cybersecurity, Machine Learning, Cloud, Computer Vision",Accenture,System Engineer,2023-06-15,7.94,Placed
S40128,2021,CIVIL,Female,9.43,"Cloud, Java, Machine Learning, AI, Computer Vision",HCL,Data Scientist,2024-07-11,34.44,Placed
S40129,2022,CSE,Female,5.63,"Machine Learning, Deep Learning, Java, Cloud",Microsoft,System Engineer,2023-11-18,19.5,Unplaced
S40130,2023,MECH,Female,9.88,"Java, React, Node.js",Wipro,Web Developer,2023-03-21,34.55,Unplaced
S40131,2023,ECE,Female,9.9,"Machine Learning, NLP, Node.js, Computer Vision",HCL,Data Scientist,2023-09-14,39.22,Unplaced
S40132,2024,IT,Female,7.46,"Machine Learning, Node.js, Python, SQL",Amazon,Analyst,2024-04-05,29.65,Placed
S40133,2025,CIVIL,Female,7.34,"SQL, Cloud, Python, Cybersecurity, NLP",Apple,Data Scientist,2025-03-09,34.97,Placed
S40134,2021,IT,Female,5.99,"Java, Node.js, AI",Apple,Data Scientist,2023-04-25,4.33,Placed
S40135,2025,IT,Female,8.59,"Deep Learning, AI, Python, Data Science, React",Facebook,Cloud Engineer,2024-01-18,19.67,Placed
S40136,2024,AIML,Male,6.51,"Machine Learning, Java",Apple,System Engineer,2025-01-28,19.46,Unplaced
S40137,2022,IT,Female,8.64,"Cloud, Cybersecurity, DevOps, SQL",Accenture,Web Developer,2022-09-05,40.73,Placed
S40138,2023,EEE,Female,6.8,"Cybersecurity, React, Computer Vision",Apple,Web Developer,2024-03-08,21.21,Unplaced
S40139,2021,EEE,Female,8.68,"AI, C++",Google,Cloud Engineer,2022-10-30,23.71,Unplaced
S40140,2023,AIML,Male,8.04,"Machine Learning, Deep Learning, Data Science, Node.js, SQL",Facebook,Cloud Engineer,2024-07-28,12.74,Placed
S40141,2022,ECE,Male,9.14,"Cybersecurity, Deep Learning, Java",Amazon,AI Engineer,2023-05-12,28.48,Unplaced
S40142,2022,CSE,Male,5.52,"Computer Vision, AI",Infosys,Software Engineer,2024-03-11,30.77,Placed
S40143,2022,AIML,Female,7.17,"Data Science, DevOps, C++",Accenture,Cloud Engineer,2024-03-07,22.36,Unplaced
S40144,2025,ECE,Female,6.1,"NLP, Cloud, Cybersecurity",Infosys,Web Developer,2023-11-16,40.11,Placed
S40145,2022,AIML,Female,6.36,"Cloud, C++, Java, Python, AI",TCS,Data Scientist,2025-01-25,35.83,Placed
S40146,2024,AIML,Male,7.37,"Computer Vision, NLP, SQL, Deep Learning, Java",TCS,Data Scientist,2023-01-19,23.57,Unplaced
S40147,2022,CIVIL,Male,6.09,"Machine Learning, React, AI, Cybersecurity, Deep Learning",Apple,Cloud Engineer,2024-07-04,7.18,Unplaced
S40148,2024,AIML,Male,5.29,"AI, Node.js, NLP, DevOps",Accenture,Cloud Engineer,2023-07-09,20.98,Placed
S40149,2024,IT,Female,8.9,"Deep Learning, AI, Cloud, DevOps",Accenture,System Engineer,2024-06-10,24.41,Unplaced
S40150,2024,AIML,Male,8.33,"Machine Learning, Node.js",Amazon,AI Engineer,2023-07-10,27.44,Unplaced
S40151,2021,MECH,Female,9.46,"SQL, React, Cybersecurity, Machine Learning",Accenture,Cloud Engineer,2023-02-14,41.75,Unplaced
S40152,2025,ECE,Male,9.97,"NLP, React",HCL,Data Scientist,2022-11-22,8.56,Placed
S40153,2025,CIVIL,Female,6.46,"DevOps, Python, SQL, Deep Learning, Node.js",HCL,AI Engineer,2022-11-26,21.26,Unplaced
S40154,2022,CSE,Male,9.1,"Data Science, Cloud, Machine Learning",Amazon,System Engineer,2022-11-15,24.9,Placed
S40155,2023,ECE,Female,9.82,"DevOps, Cloud",HCL,Data Scientist,2023-05-11,26.68,Placed
S40156,2025,CSE,Male,6.22,"Cloud, Python, DevOps",Amazon,Cloud Engineer,2025-03-04,28.21,Placed
S40157,2025,IT,Female,6.67,"Python, Node.js, NLP, Deep Learning",Amazon,System Engineer,2025-07-08,14.28,Placed
S40158,2022,AIML,Male,7.55,"Java, Cloud, AI, Machine Learning",Google,Cloud Engineer,2023-04-11,6.41,Placed
S40159,2024,ECE,Female,8.53,"Node.js, Python, React",Facebook,Web Developer,2025-03-21,30.73,Unplaced
S40160,2023,ECE,Male,8.37,"NLP, Java, AI, Python, SQL",Amazon,AI Engineer,2022-10-24,38.63,Placed
S40161,2022,CSE,Male,9.82,"Node.js, NLP",Accenture,Software Engineer,2024-12-17,16.26,Unplaced
S40162,2023,EEE,Female,8.2,"React, Cybersecurity, SQL, Python, Deep Learning",Facebook,Cloud Engineer,2024-09-22,8.37,Unplaced
S40163,2024,CSE,Female,9.4,"Cybersecurity, Node.js, C++, React, SQL",Facebook,Data Scientist,2025-02-12,14.53,Unplaced
S40164,2021,AIML,Female,5.93,"Java, Data Science, NLP",TCS,Analyst,2023-09-12,10.48,Unplaced
S40165,2023,ECE,Female,7.92,"Cloud, DevOps",Microsoft,Web Developer,2024-01-03,24.26,Placed
S40166,2024,IT,Male,7.9,"React, C++, Java",Apple,Data Scientist,2022-10-16,10.35,Placed
S40167,2021,AIML,Female,5.28,"AI, NLP, Java",Facebook,Software Engineer,2023-02-27,18.77,Placed
S40168,2023,MECH,Female,7.81,"NLP, Python, C++, Cybersecurity",TCS,Software Engineer,2024-11-21,26.64,Unplaced
S40169,2021,CIVIL,Female,8.52,"Deep Learning, React, C++, AI, Machine Learning",Accenture,AI Engineer,2023-11-20,22.69,Unplaced
S40170,2024,CSE,Male,7.1,"React, Python, C++, Computer Vision, Node.js",HCL,System Engineer,2024-05-18,17.49,Placed
S40171,2025,IT,Male,7.39,"AI, NLP, Python, Java",Amazon,Web Developer,2025-05-30,31.28,Unplaced
S40172,2024,ECE,Male,7.65,"Cloud, C++, Data Science, Computer Vision",Accenture,Cloud Engineer,2023-06-29,4.61,Placed
S40173,2025,IT,Female,6.57,"Cloud, SQL, Machine Learning",Accenture,AI Engineer,2024-09-02,3.88,Placed
S40174,2025,AIML,Female,8.75,"SQL, NLP, Cloud, AI",Google,Analyst,2023-07-01,13.46,Unplaced
S40175,2023,MECH,Female,7.53,"SQL, C++",Amazon,Software Engineer,2023-09-01,34.25,Placed
S40176,2025,ECE,Female,5.04,"Data Science, SQL, C++, Deep Learning",Amazon,Web Developer,2024-07-03,20.1,Placed
S40177,2022,AIML,Male,8.03,"Data Science, AI",HCL,Cloud Engineer,2024-05-20,3.03,Placed
S40178,2022,CIVIL,Male,6.43,"AI, Computer Vision, Java",Google,Web Developer,2024-09-24,37.2,Placed
S40179,2024,AIML,Female,8.38,"React, DevOps, SQL, AI, Data Science",Google,Data Scientist,2022-10-18,25.25,Unplaced
S40180,2021,AIML,Female,6.48,"Node.js, Computer Vision",TCS,Analyst,2023-07-28,12.8,Unplaced
S40181,2021,IT,Female,7.38,"DevOps, Data Science, Computer Vision",TCS,Data Scientist,2024-06-06,21.31,Unplaced
S40182,2023,IT,Male,9.16,"React, DevOps, Node.js",Microsoft,Data Scientist,2024-07-10,15.4,Unplaced
S40183,2024,EEE,Female,7.88,"Node.js, DevOps, Deep Learning, Data Science",Google,System Engineer,2023-09-12,6.1,Placed
S40184,2021,EEE,Female,6.11,"Node.js, Computer Vision, Cybersecurity, Deep Learning, SQL",Facebook,Software Engineer,2025-05-23,37.63,Placed
S40185,2023,ECE,Female,5.31,"Java, Python",TCS,Analyst,2024-06-16,26.42,Placed
S40186,2023,EEE,Male,6.1,"Deep Learning, AI, Cybersecurity",Facebook,Data Scientist,2023-07-23,27.86,Unplaced
S40187,2022,MECH,Male,6.85,"DevOps, Java, C++, Machine Learning",Accenture,AI Engineer,2024-10-04,21.52,Unplaced
S40188,2024,MECH,Female,5.37,"C++, AI, SQL, Deep Learning, Java",Accenture,System Engineer,2023-06-09,16.53,Placed
S40189,2022,EEE,Female,7.07,"Node.js, React, Java, Python, SQL",Wipro,Web Developer,2022-10-10,10.96,Unplaced
S40190,2022,MECH,Male,8.51,"Deep Learning, Data Science, Cloud, Python",Google,Data Scientist,2022-10-18,33.37,Placed
S40191,2023,ECE,Male,9.77,"C++, SQL, Python, Java",Google,Web Developer,2023-09-21,28.4,Placed
S40192,2025,EEE,Female,7.18,"Python, DevOps",Microsoft,Software Engineer,2023-09-19,29.86,Unplaced
S40193,2023,AIML,Male,7.06,"C++, DevOps",Wipro,AI Engineer,2023-09-02,4.57,Placed
S40194,2021,CIVIL,Male,7.76,"Java, Cloud",TCS,Analyst,2024-11-15,41.88,Unplaced
S40195,2021,IT,Male,7.35,"Node.js, Python, SQL, Deep Learning, DevOps",Google,System Engineer,2023-07-11,4.13,Placed
S40196,2021,CSE,Male,8.2,"Cybersecurity, SQL",Amazon,Software Engineer,2023-08-16,37.8,Unplaced
S40197,2022,ECE,Male,8.68,"AI, React",Google,Analyst,2024-05-30,13.87,Unplaced
S40198,2021,IT,Female,9.29,"Cloud, NLP, AI",Accenture,AI Engineer,2023-10-02,15.61,Placed
S40199,2022,AIML,Female,8.52,"Java, DevOps",HCL,Cloud Engineer,2023-03-30,6.55,Placed
S40200,2021,AIML,Female,8.22,"SQL, NLP",Infosys,Web Developer,2024-01-08,6.21,Unplaced
S40201,2022,AIML,Female,7.92,"React, Node.js, Deep Learning, Java",HCL,AI Engineer,2022-11-09,40.14,Unplaced
S40202,2022,CIVIL,Male,7.12,"Computer Vision, SQL, NLP",Facebook,Data Scientist,2023-12-23,10.83,Placed
S40203,2025,CSE,Male,8.6,"Deep Learning, AI",HCL,Data Scientist,2025-01-16,21.46,Unplaced
S40204,2022,IT,Female,8.93,"Cybersecurity, Node.js, Data Science, Computer Vision",Wipro,AI Engineer,2023-02-19,32.54,Placed
S40205,2021,CSE,Female,8.65,"Java, SQL, Python, Node.js, Cloud",HCL,Web Developer,2025-01-23,30.35,Unplaced
S40206,2023,MECH,Female,9.3,"C++, Java, Deep Learning, Node.js",Facebook,System Engineer,2024-05-08,5.43,Placed
S40207,2021,CSE,Male,7.95,"Computer Vision, Data Science, SQL, DevOps",Amazon,Cloud Engineer,2025-06-01,34.21,Placed
S40208,2023,CSE,Male,8.94,"SQL, Computer Vision, Cloud, React, Machine Learning",Microsoft,AI Engineer,2025-06-02,3.13,Placed
S40209,2021,EEE,Female,5.04,"Deep Learning, Java, C++, DevOps",Facebook,Software Engineer,2022-10-23,22.64,Placed
S40210,2025,EEE,Male,6.13,"C++, NLP, DevOps",TCS,Web Developer,2024-09-27,38.65,Placed
S40211,2021,ECE,Female,9.13,"Java, Data Science",Accenture,Cloud Engineer,2024-04-14,4.88,Unplaced
S40212,2022,CIVIL,Female,5.14,"AI, Deep Learning, SQL",Microsoft,Web Developer,2023-01-13,41.19,Unplaced
S40213,2023,IT,Female,5.02,"C++, Cloud",Google,Web Developer,2024-06-20,43.23,Unplaced
S40214,2025,MECH,Female,7.28,"Computer Vision, Node.js, Cybersecurity, Data Science",Amazon,Cloud Engineer,2023-07-15,36.47,Unplaced
S40215,2024,CIVIL,Male,7.31,"Node.js, Cloud, Cybersecurity, Deep Learning",HCL,AI Engineer,2025-01-27,6.18,Placed
S40216,2022,MECH,Female,6.63,"Deep Learning, React, Python",Google,Software Engineer,2023-05-06,9.03,Unplaced
S40217,2021,AIML,Female,9.93,"Computer Vision, DevOps, Java, Node.js",HCL,Data Scientist,2024-01-26,32.17,Placed
S40218,2024,CSE,Male,6.68,"Cloud, Machine Learning, Java, Cybersecurity",HCL,System Engineer,2023-11-25,37.1,Placed
S40219,2025,AIML,Male,9.31,"Java, Machine Learning, React",Amazon,Web Developer,2025-06-07,19.91,Placed
