StudentID,Year,Department,Gender,CGPA,Skills,Company,Role,OfferDate,CTC_LPA,Status
S30033,2023,MECH,Female,8.99,"AI, Cloud",HCL,Analyst,2023-04-26,33.04,Placed
S30034,2025,CIVIL,Male,9.67,"SQL, Data Science",Accenture,Data Scientist,2025-02-25,37.78,Placed
S30035,2022,CIVIL,Male,7.27,"Deep Learning, Data Science, Cloud, React, NLP",HCL,System Engineer,2022-10-27,43.59,Unplaced
S30036,2025,IT,Female,9.22,"React, Cybersecurity, Cloud",Accenture,Web Developer,2023-12-03,41.81,Unplaced
S30037,2022,CIVIL,Female,9.49,"C++, Java, Node.js",Wipro,Web Developer,2022-10-09,24.72,Unplaced
S30038,2025,CIVIL,Male,5.68,"C++, Cloud, SQL",TCS,Data Scientist,2023-10-14,38.76,Unplaced
S30039,2024,MECH,Female,9.45,"Python, Deep Learning, Node.js, React",Facebook,Data Scientist,2024-08-25,26.94,Placed
S30040,2023,EEE,Male,7.09,"Cybersecurity, Cloud, Machine Learning, Node.js, NLP",HCL,Software Engineer,2025-03-02,23.21,Placed
S30041,2024,AIML,Male,7.34,"Computer Vision, Machine Learning, DevOps",Microsoft,Data Scientist,2024-04-15,38.86,Placed
S30042,2022,AIML,Female,5.69,"Computer Vision, Deep Learning",Amazon,Cloud Engineer,2024-06-15,4.89,Placed
S30043,2024,CSE,Male,5.59,"NLP, Deep Learning, Python, Data Science",Wipro,Analyst,2024-04-26,33.83,Unplaced
S30044,2021,CSE,Female,6.66,"Node.js, Java, Machine Learning, DevOps, Cloud",Wipro,System Engineer,2025-02-03,8.27,Unplaced
S30045,2021,ECE,Male,8.33,"Node.js, SQL",Apple,Software Engineer,2024-07-12,25.16,Unplaced
S30046,2023,AIML,Female,6.48,"Java, AI, Data Science, DevOps",Accenture,Analyst,2023-03-18,25.08,Unplaced
S30047,2025,ECE,Male,8.59,"DevOps, Computer Vision, Cybersecurity",Amazon,Data Scientist,2024-03-11,18.57,Unplaced
S30048,2021,CSE,Male,9.6,"SQL, Deep Learning, DevOps, C++, Node.js",Wipro,AI Engineer,2023-01-20,35.85,Placed
S30049,2021,CIVIL,Male,8.77,"Data Science, Java, Deep Learning, AI, React",Google,Cloud Engineer,2022-10-16,8.73,Unplaced
S30050,2025,ECE,Male,8.48,"Computer Vision, Data Science, React, Node.js",HCL,Cloud Engineer,2023-03-21,35.41,Unplaced
S30051,2024,AIML,Male,5.76,"DevOps, Java",Accenture,Cloud Engineer,2024-09-28,41.22,Placed
S30052,2022,CIVIL,Male,7.84,"NLP, Cybersecurity, C++, Cloud, Computer Vision",Amazon,Cloud Engineer,2023-07-25,19.73,Placed
S30053,2025,MECH,Male,7.84,"NLP, Deep Learning, Data Science",Apple,Software Engineer,2023-09-26,38.38,Unplaced
S30054,2024,AIML,Female,6.58,"DevOps, Node.js, SQL, Computer Vision",Apple,Cloud Engineer,2025-06-30,31.04,Placed
S30055,2025,IT,Male,5.54,"Node.js, C++, SQL",Wipro,Data Scientist,2024-06-29,11.12,Placed
S30056,2021,AIML,Female,5.56,"DevOps, C++, NLP, Node.js",Microsoft,Analyst,2025-04-21,41.79,Placed
S30057,2023,MECH,Male,7.53,"SQL, Python, Data Science, AI, Cybersecurity",TCS,Web Developer,2023-12-02,32.12,Placed
S30058,2025,AIML,Male,8.58,"AI, Machine Learning, Java, NLP",Infosys,Web Developer,2024-06-06,34.79,Unplaced
S30059,2023,CSE,Male,7.04,"Cybersecurity, C++, React",Wipro,System Engineer,2024-10-17,32.37,Unplaced
S30060,2022,CIVIL,Female,6.52,"Node.js, AI, Cybersecurity, React, Computer Vision",Amazon,System Engineer,2024-04-12,40.78,Unplaced
S30061,2023,AIML,Female,7.24,"Cloud, React, Machine Learning, Python",Facebook,AI Engineer,2025-01-29,35.89,Placed
S30062,2024,MECH,Male,5.8,"C++, Cloud",Infosys,Analyst,2024-02-18,10.07,Placed
S30063,2022,CSE,Male,7.21,"Python, NLP, Computer Vision",Infosys,System Engineer,2024-11-28,16.35,Placed
S30064,2021,IT,Female,5.2,"Python, Machine Learning, NLP, Java, React",Wipro,Data Scientist,2025-02-15,9.92,Placed
S30065,2023,CSE,Male,9.04,"Deep Learning, AI, Node.js, Computer Vision",Wipro,Data Scientist,2024-05-16,26.57,Placed
S30066,2023,CIVIL,Female,6.59,"DevOps, React",Microsoft,Analyst,2025-02-14,28.94,Placed
S30067,2021,CIVIL,Male,5.1,"Node.js, Python",Facebook,Web Developer,2023-08-17,24.41,Unplaced
S30068,2022,AIML,Female,6.7,"Computer Vision, Data Science, DevOps, Python, React",Apple,Cloud Engineer,2024-01-27,28.49,Unplaced
S30069,2021,ECE,Male,9.25,"SQL, React",HCL,AI Engineer,2025-07-16,25.53,Unplaced
S30070,2022,AIML,Female,9.18,"Computer Vision, C++, Data Science, React",Wipro,Data Scientist,2022-10-05,21.67,Unplaced
S30071,2023,ECE,Male,7.54,"Node.js, Python, C++, AI, NLP",Wipro,Software Engineer,2023-10-30,34.85,Placed
S30072,2023,IT,Male,9.39,"Node.js, Computer Vision",TCS,AI Engineer,2025-03-20,3.07,Placed
S30073,2024,AIML,Male,6.69,"Java, Node.js, Computer Vision, DevOps",Facebook,Data Scientist,2025-06-29,31.9,Placed
S30074,2022,MECH,Male,5.56,"Machine Learning, Computer Vision, SQL, AI",Infosys,Analyst,2025-08-06,35.81,Unplaced
S30075,2025,AIML,Male,7.34,"Python, NLP",Microsoft,Analyst,2023-05-02,4.01,Placed
S30076,2022,ECE,Male,5.55,"Machine Learning, NLP, DevOps, Cloud, Java",Wipro,Cloud Engineer,2025-08-11,31.08,Unplaced
S30077,2024,MECH,Female,8.89,"NLP, Cloud, Node.js, React",Facebook,Software Engineer,2024-01-11,25.65,Unplaced
S30078,2023,CIVIL,Male,6.71,"Node.js, AI, Java",HCL,Web Developer,2024-12-10,33.88,Unplaced
S30079,2021,MECH,Male,6.25,"Data Science, Machine Learning",Infosys,System Engineer,2025-01-26,6.54,Placed
S30080,2023,IT,Male,8.63,"Computer Vision, Cybersecurity, SQL, React, Data Science",Facebook,Analyst,2025-01-22,42.88,Unplaced
S30081,2024,EEE,Male,6.46,"C++, Java",Google,Web Developer,2023-01-30,9.33,Placed
S30082,2024,CSE,Male,8.73,"Node.js, React, Python, Data Science",Wipro,Web Developer,2025-06-05,11.26,Unplaced
S30083,2022,CSE,Female,6.5,"Node.js, Java, Machine Learning, C++, Computer Vision",Apple,System Engineer,2023-07-15,44.15,Unplaced
S30084,2022,EEE,Female,9.7,"SQL, Computer Vision, Machine Learning, Data Science, Deep Learning",Apple,Software Engineer,2025-05-01,22.45,Unplaced
S30085,2023,CIVIL,Male,9.65,"Python, C++",HCL,Data Scientist,2025-01-28,25.51,Placed
S30086,2021,CSE,Male,9.92,"Data Science, AI, Computer Vision, SQL, Python",Wipro,Data Scientist,2023-10-10,13.03,Unplaced
S30087,2024,ECE,Male,8.02,"Node.js, Deep Learning",Apple,Data Scientist,2023-11-07,31.22,Unplaced
S30088,2024,CIVIL,Female,6.7,"React, Python",Amazon,Cloud Engineer,2023-03-03,36.96,Placed
S30089,2022,CIVIL,Female,7.54,"SQL, C++, Deep Learning, Python",Amazon,Software Engineer,2022-11-28,3.72,Placed
S30090,2024,EEE,Female,6.86,"Deep Learning, C++, Java",Amazon,Cloud Engineer,2024-09-08,25.98,Unplaced
S30091,2023,EEE,Female,6.39,"Node.js, Deep Learning, SQL, C++",Accenture,AI Engineer,2025-05-10,8.87,Placed
S30092,2024,EEE,Male,9.14,"Python, Data Science, Cloud, AI",HCL,Software Engineer,2024-09-11,23.48,Unplaced
S30093,2023,CSE,Female,8.34,"Python, SQL, Node.js, DevOps",Wipro,Data Scientist,2023-01-06,16.08,Unplaced
S30094,2022,CIVIL,Female,9.71,"Data Science, Python, Deep Learning, Machine Learning, NLP",TCS,AI Engineer,2024-02-07,28.64,Unplaced
S30095,2021,IT,Female,6.25,"Node.js, Machine Learning",Facebook,Web Developer,2022-12-03,6.34,Placed
S30096,2021,CIVIL,Male,9.71,"React, Deep Learning",Wipro,System Engineer,2024-05-20,14.25,Placed
S30097,2022,IT,Female,9.79,"C++, Cybersecurity, Computer Vision",Wipro,Web Developer,2023-04-13,19.7,Placed
S30098,2022,EEE,Male,5.9,"Deep Learning, Machine Learning, DevOps",Amazon,Cloud Engineer,2022-09-22,9.16,Placed
S30099,2025,IT,Female,8.89,"React, C++, Python, Deep Learning, Java",Amazon,Software Engineer,2023-11-21,9.1,Placed
S30100,2024,ECE,Male,9.67,"Data Science, C++",Wipro,Data Scientist,2024-06-15,5.7,Unplaced
S30101,2021,CIVIL,Female,7.36,"SQL, Cybersecurity, AI, Node.js",Accenture,System Engineer,2024-05-27,22.49,Unplaced
S30102,2024,IT,Female,9.16,"AI, Cloud, Deep Learning",Amazon,AI Engineer,2023-02-22,43.46,Placed
S30103,2023,ECE,Male,5.65,"React, Cloud",Amazon,Software Engineer,2022-10-29,27.08,Placed
S30104,2021,AIML,Female,9.96,"SQL, Cybersecurity, AI, Deep Learning",Microsoft,System Engineer,2025-03-18,25.7,Unplaced
S30105,2023,IT,Male,6.62,"DevOps, Data Science, Cloud, NLP",Accenture,Cloud Engineer,2025-04-02,44.18,Unplaced
S30106,2023,ECE,Female,6.35,"Cloud, SQL",Facebook,Web Developer,2022-10-30,44.81,Placed
S30107,2023,EEE,Female,7.26,"Data Science, SQL, AI, C++, Cloud",HCL,Analyst,2024-03-30,21.55,Placed
S30108,2021,EEE,Female,7.75,"Python, Machine Learning, React, AI",Facebook,Software Engineer,2025-02-17,18.4,Placed
S30109,2021,MECH,Female,9.42,"Cybersecurity, NLP, React, Computer Vision, SQL",TCS,Software Engineer,2024-01-18,15.63,Unplaced
S30110,2024,EEE,Female,9.54,"Cloud, Node.js",Amazon,AI Engineer,2024-12-24,12.24,Unplaced
S30111,2021,MECH,Male,5.7,"Machine Learning, Data Science",Infosys,AI Engineer,2023-10-29,11.27,Placed
S30112,2025,CIVIL,Female,7.67,"NLP, Cybersecurity, AI, Machine Learning",Wipro,AI Engineer,2024-10-15,31.66,Placed
S30113,2025,EEE,Male,7.38,"Deep Learning, SQL, Machine Learning, Java",Amazon,Analyst,2023-08-23,40.07,Unplaced
S30114,2021,AIML,Female,6.91,"NLP, C++, Node.js, Deep Learning, Computer Vision",Infosys,Data Scientist,2022-10-16,24.49,Unplaced
S30115,2025,CIVIL,Female,7.18,"DevOps, Cybersecurity",Microsoft,Software Engineer,2023-12-16,21.55,Unplaced
S30116,2021,AIML,Male,6.62,"DevOps, Java, Computer Vision, Data Science, AI",Infosys,Analyst,2022-09-02,12.49,Unplaced
S30117,2022,CIVIL,Female,9.79,"DevOps, SQL",Google,Analyst,2022-12-19,25.0,Placed
S30118,2022,IT,Female,9.12,"Deep Learning, Data Science, Node.js, DevOps, SQL",Facebook,Data Scientist,2023-02-05,27.07,Unplaced
S30119,2025,IT,Female,8.1,"Data Science, AI, Cloud, Cybersecurity",HCL,Data Scientist,2025-03-10,21.78,Unplaced
S30120,2023,CIVIL,Male,7.47,"C++, NLP, Java",Wipro,Software Engineer,2024-11-30,41.98,Unplaced
S30121,2022,ECE,Male,8.77,"Node.js, Machine Learning, React, DevOps",Google,Data Scientist,2022-10-09,19.86,Unplaced
S30122,2022,IT,Female,6.25,"Python, Cybersecurity, Data Science, NLP",Microsoft,Data Scientist,2023-06-24,12.26,Unplaced
S30123,2022,MECH,Male,6.23,"Machine Learning, AI, DevOps",TCS,Analyst,2024-05-16,12.76,Unplaced
S30124,2025,MECH,Female,7.99,"Node.js, Data Science, Python, Java",HCL,Cloud Engineer,2023-11-18,22.2,Placed
S30125,2025,IT,Female,7.6,"DevOps, Node.js, Machine Learning, React, SQL",Wipro,AI Engineer,2025-03-27,20.06,Unplaced
S30126,2022,CSE,Female,6.69,"Cloud, Data Science, Java",TCS,Analyst,2023-10-05,9.16,Unplaced
S30127,2024,CIVIL,Male,9.32,"Data Science, Node.js, Python, Cloud, Computer Vision",Facebook,Analyst,2023-04-21,6.93,Unplaced
S30128,2025,CIVIL,Female,7.71,"NLP, Cybersecurity, DevOps, Deep Learning, Python",Infosys,Web Developer,2025-07-28,26.46,Unplaced
S30129,2024,EEE,Female,7.84,"Deep Learning, Cybersecurity, Machine Learning",Accenture,Cloud Engineer,2022-10-26,19.19,Placed
S30130,2023,MECH,Male,6.6,"C++, SQL, React, Node.js, Machine Learning",Infosys,Analyst,2024-01-31,27.21,Placed
S30131,2021,MECH,Female,8.51,"SQL, DevOps, C++",Microsoft,Software Engineer,2023-12-22,26.18,Placed
S30132,2024,AIML,Female,6.99,"Node.js, Deep Learning",TCS,Data Scientist,2024-03-03,42.54,Placed
S30133,2022,CSE,Female,6.86,"Deep Learning, Data Science, DevOps",Amazon,AI Engineer,2023-03-24,27.0,Placed
S30134,2022,IT,Female,8.95,"Computer Vision, Java, NLP, Cybersecurity",Amazon,Cloud Engineer,2024-03-30,6.5,Unplaced
S30135,2023,CSE,Female,9.14,"C++, Python, DevOps",Wipro,AI Engineer,2024-03-29,44.8,Placed
S30136,2023,AIML,Female,8.72,"AI, React, Deep Learning, Computer Vision, SQL",Apple,Analyst,2024-08-06,40.84,Placed
S30137,2021,CSE,Male,7.16,"Machine Learning, AI",Amazon,Analyst,2024-11-06,33.61,Placed
S30138,2023,ECE,Male,8.14,"Machine Learning, Java, C++, Computer Vision",Microsoft,System Engineer,2024-04-12,20.97,Unplaced
S30139,2022,CSE,Female,8.34,"Deep Learning, C++, Java",Accenture,Software Engineer,2025-05-18,40.14,Placed
S30140,2021,CSE,Male,8.15,"Cybersecurity, Node.js, SQL, DevOps, Cloud",Wipro,AI Engineer,2025-03-04,10.4,Placed
S30141,2021,ECE,Female,5.85,"Data Science, SQL",TCS,Cloud Engineer,2025-07-14,43.79,Placed
S30142,2021,AIML,Male,6.94,"Computer Vision, DevOps, Cybersecurity, Data Science, NLP",Facebook,System Engineer,2025-01-06,22.0,Placed
S30143,2023,IT,Male,5.79,"Java, React, Data Science, Cloud, Computer Vision",HCL,Web Developer,2023-01-28,28.09,Unplaced
S30144,2021,CSE,Female,5.13,"Machine Learning, Computer Vision, Node.js, Cloud",HCL,AI Engineer,2025-04-11,29.88,Unplaced
S30145,2022,MECH,Female,8.18,"C++, AI",Wipro,Analyst,2024-10-17,25.28,Unplaced
S30146,2025,MECH,Male,7.19,"Deep Learning, SQL, C++",Facebook,AI Engineer,2023-10-17,25.1,Unplaced
S30147,2021,CSE,Female,5.34,"Cybersecurity, AI, React",Google,Software Engineer,2024-06-21,3.97,Placed
S30148,2021,CIVIL,Female,9.53,"Data Science, DevOps",Apple,AI Engineer,2025-05-03,37.3,Unplaced
S30149,2023,AIML,Female,9.01,"DevOps, Cloud, Java, React",Google,Software Engineer,2023-08-26,43.49,Placed
S30150,2022,CSE,Male,8.72,"DevOps, C++, Java",Apple,Analyst,2023-12-02,38.88,Placed
S30151,2024,CSE,Female,8.38,"React, DevOps",TCS,Analyst,2024-07-01,35.87,Unplaced
S30152,2024,ECE,Male,6.61,"Cybersecurity, DevOps, Deep Learning, Node.js, AI",Facebook,AI Engineer,2023-09-27,7.09,Unplaced
S30153,2024,EEE,Female,8.77,"Cloud, Python, DevOps, Machine Learning",Accenture,Software Engineer,2024-11-08,28.67,Placed
S30154,2024,IT,Female,5.49,"Computer Vision, SQL, Node.js",Apple,System Engineer,2023-12-05,40.12,Unplaced
S30155,2024,EEE,Male,6.82,"Data Science, Cybersecurity, React, Deep Learning, SQL",Facebook,Data Scientist,2024-12-20,12.59,Placed
S30156,2025,CSE,Female,8.64,"Cloud, AI",Infosys,System Engineer,2024-01-30,23.08,Unplaced
S30157,2025,IT,Female,6.98,"Computer Vision, Python, Machine Learning",Accenture,Web Developer,2022-09-08,36.61,Placed
S30158,2022,EEE,Male,5.61,"Computer Vision, Deep Learning, SQL",Amazon,System Engineer,2024-05-28,21.27,Placed
S30159,2022,IT,Female,7.49,"SQL, Python, Deep Learning, Computer Vision, NLP",Accenture,AI Engineer,2025-02-07,16.31,Unplaced
S30160,2022,CSE,Female,5.99,"Computer Vision, React, Machine Learning",Facebook,Cloud Engineer,2023-12-24,42.38,Placed
S30161,2021,ECE,Female,8.87,"SQL, Cybersecurity, React",Google,Analyst,2022-09-22,30.07,Placed
S30162,2022,AIML,Female,9.1,"AI, Deep Learning",TCS,Data Scientist,2024-03-28,15.21,Unplaced
S30163,2022,IT,Male,7.27,"Python, SQL, React, Deep Learning",Accenture,AI Engineer,2025-04-04,37.78,Placed
S30164,2024,IT,Female,6.75,"Java, React",Infosys,Web Developer,2025-02-22,17.49,Placed
S30165,2023,CIVIL,Male,8.04,"Python, C++",TCS,AI Engineer,2025-04-30,28.23,Placed
S30166,2023,CSE,Male,8.9,"React, Data Science",HCL,AI Engineer,2023-03-17,3.84,Unplaced
S30167,2024,AIML,Male,7.41,"AI, C++",TCS,Cloud Engineer,2022-11-23,38.87,Unplaced
S30168,2024,AIML,Male,9.23,"Node.js, Data Science, Cybersecurity, NLP, Python",HCL,AI Engineer,2025-05-02,23.12,Unplaced
S30169,2025,EEE,Male,7.36,"C++, Machine Learning, SQL, Java",Amazon,Data Scientist,2025-04-22,33.95,Unplaced
S30170,2023,CSE,Female,7.7,"NLP, Data Science, Python",Accenture,Software Engineer,2024-01-20,44.31,Placed
S30171,2021,CIVIL,Female,6.74,"AI, Python, Node.js, DevOps, React",HCL,Web Developer,2024-08-15,6.39,Placed
S30172,2021,IT,Male,6.4,"Python, AI, Machine Learning, Computer Vision",Wipro,Software Engineer,2024-02-21,8.18,Placed
S30173,2023,CIVIL,Female,8.72,"AI, Data Science, Cybersecurity, Python",Facebook,Web Developer,2025-07-12,25.53,Placed
S30174,2022,AIML,Female,5.64,"Node.js, SQL, NLP, React",Wipro,Data Scientist,2024-02-20,29.03,Unplaced
S30175,2023,CSE,Male,8.79,"Node.js, AI, React, Machine Learning",HCL,Web Developer,2025-03-24,25.49,Unplaced
S30176,2023,ECE,Male,6.48,"C++, React",Apple,Analyst,2023-10-29,22.13,Unplaced
S30177,2022,CSE,Female,5.04,"Node.js, Python, DevOps, AI",Wipro,Analyst,2024-09-20,30.73,Unplaced
S30178,2025,EEE,Female,8.89,"NLP, AI, Deep Learning",Microsoft,Cloud Engineer,2022-09-25,32.02,Unplaced
S30179,2024,EEE,Male,6.01,"Cybersecurity, C++, SQL, Cloud",Apple,Software Engineer,2025-02-22,44.64,Placed
S30180,2022,EEE,Male,6.45,"NLP, SQL, DevOps",Microsoft,Software Engineer,2022-11-24,16.66,Unplaced
S30181,2024,MECH,Male,9.56,"AI, Deep Learning, C++, DevOps",Wipro,Analyst,2025-07-07,26.71,Unplaced
S30182,2025,EEE,Female,6.2,"SQL, Python, Data Science",HCL,Software Engineer,2022-09-24,17.59,Placed
S30183,2022,CSE,Female,5.79,"C++, NLP",TCS,Analyst,2024-03-17,37.61,Unplaced
S30184,2025,CIVIL,Male,5.06,"DevOps, Data Science, C++",Accenture,AI Engineer,2023-09-16,26.51,Unplaced
S30185,2023,MECH,Female,5.74,"DevOps, Cybersecurity, React, Python, Node.js",Infosys,Cloud Engineer,2025-04-23,3.94,Placed
S30186,2023,EEE,Female,6.82,"C++, AI",Microsoft,System Engineer,2024-07-30,34.25,Unplaced
S30187,2024,AIML,Male,8.43,"Python, Deep Learning, Data Science, C++, React",TCS,System Engineer,2023-11-28,34.08,Placed
S30188,2025,ECE,Male,8.74,"Data Science, Cybersecurity, Computer Vision, Deep Learning, Cloud",Amazon,Data Scientist,2025-02-27,18.26,Placed
S30189,2022,CIVIL,Male,7.43,"C++, Cloud, Node.js",HCL,Analyst,2025-03-13,37.55,Unplaced
S30190,2022,AIML,Female,9.17,"AI, Cloud, React, Java, Machine Learning",Infosys,Web Developer,2024-01-01,7.45,Unplaced
S30191,2023,ECE,Female,9.2,"DevOps, SQL, AI, React, C++",TCS,Analyst,2023-05-24,6.17,Unplaced
S30192,2025,AIML,Female,8.64,"Cybersecurity, Computer Vision, React",Facebook,Web Developer,2024-03-09,33.26,Placed
S30193,2023,AIML,Female,7.24,"Cybersecurity, Java",HCL,Analyst,2023-06-05,43.19,Placed
S30194,2025,EEE,Male,9.77,"Deep Learning, Cloud, Data Science, C++",HCL,Data Scientist,2023-12-20,13.83,Placed
S30195,2024,AIML,Female,6.31,"C++, DevOps, Cloud",Wipro,Software Engineer,2024-03-17,11.14,Unplaced
S30196,2021,MECH,Female,9.36,"React, Java, Cloud, Computer Vision, Data Science",Infosys,Cloud Engineer,2025-03-04,15.65,Unplaced
S30197,2021,EEE,Male,5.36,"Node.js, AI, Cybersecurity, Java",Apple,Analyst,2023-10-06,5.87,Placed
S30198,2025,MECH,Female,6.39,"Cloud, DevOps, NLP",TCS,Cloud Engineer,2023-12-01,20.11,Placed
S30199,2025,CSE,Male,5.98,"DevOps, AI, Java",Facebook,AI Engineer,2024-03-29,10.11,Placed
S30200,2022,EEE,Female,5.12,"NLP, Data Science",Facebook,System Engineer,2023-01-31,36.0,Unplaced
S30201,2022,CSE,Male,5.44,"SQL, Cybersecurity",Apple,Web Developer,2022-10-02,37.98,Placed
S30202,2022,EEE,Male,5.44,"Java, Node.js, SQL, DevOps",Amazon,Data Scientist,2025-01-22,12.94,Unplaced
S30203,2023,EEE,Male,9.42,"Cloud, Deep Learning, DevOps",TCS,Software Engineer,2025-07-19,29.9,Placed
S30204,2025,CSE,Female,5.55,"Computer Vision, Java, C++",Amazon,Analyst,2023-03-14,43.15,Unplaced
S30205,2022,MECH,Female,9.68,"Java, Node.js, Machine Learning, SQL",Wipro,Data Scientist,2023-12-16,8.08,Placed
S30206,2022,CIVIL,Female,5.49,"AI, NLP, Computer Vision, React, Python",Accenture,System Engineer,2024-10-06,7.78,Placed
S30207,2025,EEE,Male,5.44,"Python, AI, C++, Machine Learning, Data Science",Accenture,Cloud Engineer,2023-08-02,41.13,Unplaced
S30208,2024,CIVIL,Female,6.46,"AI, Data Science",Accenture,Analyst,2025-06-02,5.6,Unplaced
S30209,2023,CSE,Male,5.9,"Python, NLP",Apple,Web Developer,2023-10-14,32.82,Unplaced
S30210,2021,AIML,Female,8.57,"Python, Deep Learning, Data Science, C++, SQL",TCS,Data Scientist,2023-08-27,30.29,Placed
S30211,2023,AIML,Female,7.73,"C++, React, Deep Learning, Java, Cloud",Facebook,System Engineer,2024-01-13,31.2,Placed
S30212,2024,ECE,Male,8.07,"DevOps, Machine Learning, NLP, AI",HCL,Web Developer,2023-06-09,27.4,Unplaced
S30213,2023,AIML,Male,5.77,"Machine Learning, C++",HCL,System Engineer,2025-07-10,18.64,Unplaced
S30214,2025,AIML,Female,8.71,"React, SQL, Computer Vision, Deep Learning",Microsoft,Web Developer,2024-06-28,37.58,Unplaced
S30215,2021,CSE,Female,8.05,"Cybersecurity, Node.js, Deep Learning, Java",Facebook,System Engineer,2025-05-27,38.19,Unplaced
S30216,2022,AIML,Male,7.92,"Machine Learning, Cybersecurity, Node.js, Deep Learning, Python",Accenture,AI Engineer,2025-08-10,31.5,Unplaced
S30217,2021,IT,Male,8.61,"Node.js, React",HCL,System Engineer,2023-01-19,28.73,Unplaced
S30218,2024,AIML,Male,5.77,"React, NLP",Infosys,System Engineer,2023-01-27,7.41,Placed
S30219,2022,CIVIL,Female,5.56,"Computer Vision, DevOps, AI, Cybersecurity",TCS,Web Developer,2025-03-12,4.04,Unplaced
S30220,2021,CIVIL,Female,7.45,"Machine Learning, React",Google,AI Engineer,2024-01-04,42.57,Placed
