StudentID,Year,Department,Gender,CGPA,Skills,Company,Role,OfferDate,CTC_LPA,Status
S20046,2023,ECE,Female,7.42,"Computer Vision, Data Science, Node.js, AI",Microsoft,Data Scientist,2024-10-28,16.22,Unplaced
S20047,2022,CSE,Male,6.75,"Java, Cybersecurity, AI, DevOps",Infosys,Software Engineer,2025-07-04,25.79,Placed
S20048,2025,EEE,Female,7.34,"Data Science, Computer Vision, Machine Learning",Wipro,Software Engineer,2025-01-07,43.77,Placed
S20049,2023,ECE,Male,7.1,"Java, Data Science, Machine Learning, AI",Facebook,Web Developer,2023-05-31,28.65,Unplaced
S20050,2023,CIVIL,Male,9.31,"NLP, Java, React",Wipro,Cloud Engineer,2024-07-14,14.42,Unplaced
S20051,2025,MECH,Male,6.69,"Machine Learning, Python, React, Node.js, Cybersecurity",Accenture,Cloud Engineer,2024-05-27,16.31,Placed
S20052,2025,MECH,Female,9.94,"C++, React, NLP, SQL, Node.js",Google,Software Engineer,2024-11-15,21.96,Placed
S20053,2021,CIVIL,Male,5.39,"Node.js, AI, Cybersecurity, Python",Apple,Software Engineer,2024-03-09,31.09,Placed
S20054,2022,CSE,Male,7.14,"Data Science, NLP",Wipro,Software Engineer,2025-02-28,39.05,Unplaced
S20055,2022,CSE,Female,5.7,"C++, Cybersecurity",HCL,Analyst,2024-02-22,5.53,Placed
S20056,2025,CSE,Female,8.41,"C++, Data Science, Node.js",Google,Data Scientist,2024-03-06,25.69,Placed
S20057,2021,EEE,Male,8.99,"DevOps, React, Data Science",Accenture,Web Developer,2024-07-14,39.06,Placed
S20058,2025,CSE,Male,8.14,"C++, React, Machine Learning",Apple,AI Engineer,2023-04-29,21.1,Unplaced
S20059,2022,EEE,Female,8.99,"SQL, Java",Wipro,AI Engineer,2024-05-04,14.95,Unplaced
S20060,2023,IT,Female,8.52,"Python, Cloud",HCL,Cloud Engineer,2024-08-07,11.48,Placed
S20061,2024,MECH,Male,8.23,"Cybersecurity, Deep Learning",Wipro,Analyst,2025-06-04,5.01,Placed
S20062,2022,MECH,Female,5.19,"Java, C++, DevOps",HCL,Data Scientist,2024-11-22,35.04,Placed
S20063,2024,CIVIL,Female,9.81,"NLP, Data Science, Cybersecurity",Apple,Cloud Engineer,2023-09-14,40.9,Placed
S20064,2024,EEE,Male,7.28,"DevOps, Cybersecurity",Apple,Software Engineer,2024-09-21,12.0,Unplaced
S20065,2023,MECH,Female,7.97,"React, AI, C++",Amazon,Cloud Engineer,2023-10-29,39.73,Unplaced
S20066,2023,EEE,Female,8.06,"Cloud, Node.js, NLP",Facebook,Cloud Engineer,2024-10-03,22.71,Unplaced
S20067,2023,CSE,Male,6.85,"Machine Learning, AI, Cloud, DevOps, Cybersecurity",Accenture,Data Scientist,2024-10-08,31.65,Unplaced
S20068,2022,MECH,Female,5.49,"Machine Learning, Data Science",Google,AI Engineer,2024-10-30,25.4,Unplaced
S20069,2024,CSE,Female,7.35,"Deep Learning, Cloud",Accenture,Data Scientist,2024-02-22,11.91,Placed
S20070,2025,AIML,Female,8.61,"Computer Vision, Deep Learning, DevOps, Java, Node.js",Wipro,Cloud Engineer,2025-06-14,36.12,Placed
S20071,2022,MECH,Female,9.25,"Machine Learning, Cloud, Cybersecurity",TCS,Analyst,2024-07-28,28.86,Unplaced
S20072,2025,EEE,Male,8.22,"Deep Learning, DevOps",Facebook,Data Scientist,2024-08-07,42.62,Unplaced
S20073,2024,CSE,Female,6.96,"React, Deep Learning, Machine Learning, AI, Cybersecurity",Google,Analyst,2024-02-17,25.05,Placed
S20074,2025,MECH,Male,5.27,"React, Machine Learning, SQL, Deep Learning, Java",TCS,Analyst,2025-01-19,18.17,Unplaced
S20075,2025,CSE,Female,8.67,"Deep Learning, Python, NLP",Wipro,Software Engineer,2025-01-04,8.43,Placed
S20076,2022,ECE,Male,7.69,"DevOps, Deep Learning, AI",Microsoft,Web Developer,2024-07-31,26.43,Placed
S20077,2022,EEE,Male,5.17,"Node.js, Python, SQL, Data Science",TCS,Web Developer,2024-09-15,41.75,Unplaced
S20078,2021,MECH,Female,6.82,"AI, Node.js, Deep Learning, SQL",Accenture,Data Scientist,2025-06-10,4.07,Unplaced
S20079,2024,AIML,Male,6.75,"NLP, DevOps",Microsoft,Web Developer,2023-08-01,25.69,Unplaced
S20080,2024,EEE,Male,8.95,"Cloud, Python, NLP",Accenture,Cloud Engineer,2024-01-08,43.59,Unplaced
S20081,2022,ECE,Male,9.52,"Machine Learning, Cloud",Facebook,System Engineer,2025-08-12,5.66,Unplaced
S20082,2021,MECH,Male,6.21,"Java, Python, Cybersecurity",Infosys,Software Engineer,2023-05-06,24.01,Unplaced
S20083,2025,CIVIL,Male,5.26,"React, AI, C++, NLP, Computer Vision",Amazon,System Engineer,2025-04-05,33.88,Placed
S20084,2025,IT,Female,9.73,"C++, Node.js, Cloud, Computer Vision, Data Science",Amazon,Software Engineer,2023-10-12,13.56,Placed
S20085,2022,CIVIL,Female,7.85,"Node.js, Computer Vision, NLP, Machine Learning",Infosys,System Engineer,2024-09-05,14.32,Placed
S20086,2023,AIML,Male,9.11,"React, Deep Learning",Google,Analyst,2023-12-15,23.05,Unplaced
S20087,2023,IT,Female,8.56,"SQL, NLP, Cloud, Node.js",Facebook,Analyst,2023-12-06,38.6,Placed
S20088,2024,ECE,Female,7.1,"Cybersecurity, DevOps, NLP",Infosys,Software Engineer,2024-10-13,21.17,Unplaced
S20089,2025,MECH,Female,5.45,"Node.js, Cloud, AI, Cybersecurity, Data Science",HCL,AI Engineer,2025-01-11,9.95,Placed
S20090,2022,EEE,Female,7.49,"React, Deep Learning, Data Science",Accenture,System Engineer,2024-11-03,15.57,Unplaced
S20091,2023,CIVIL,Male,7.0,"Machine Learning, Node.js",Microsoft,Software Engineer,2024-10-18,3.45,Unplaced
S20092,2023,MECH,Female,8.67,"Cybersecurity, NLP, Data Science",Microsoft,Analyst,2025-05-29,28.19,Unplaced
S20093,2025,IT,Female,9.43,"Data Science, Python",Apple,System Engineer,2025-04-04,8.88,Placed
S20094,2021,ECE,Female,7.39,"Computer Vision, Node.js",Accenture,Data Scientist,2025-02-20,12.36,Unplaced
S20095,2022,ECE,Female,8.9,"Cloud, Computer Vision, Cybersecurity, Node.js, AI",Apple,Software Engineer,2024-05-14,24.16,Unplaced
S20096,2022,ECE,Female,9.91,"Computer Vision, Machine Learning, SQL",Accenture,Data Scientist,2023-12-19,11.8,Unplaced
S20097,2022,EEE,Female,7.94,"Python, React, AI",Wipro,Web Developer,2023-07-10,18.19,Placed
S20098,2022,CIVIL,Male,9.22,"AI, Cybersecurity",Amazon,Data Scientist,2024-09-19,44.72,Placed
S20099,2021,MECH,Male,7.28,"Cybersecurity, C++, Deep Learning",Infosys,Analyst,2024-10-25,38.15,Placed
S20100,2023,CSE,Female,5.18,"Node.js, React, Java, AI",Wipro,Data Scientist,2024-03-13,9.0,Unplaced
S20101,2021,ECE,Male,9.35,"Computer Vision, AI",HCL,Web Developer,2025-07-19,36.55,Unplaced
S20102,2021,MECH,Male,5.39,"C++, Cloud, Deep Learning",Wipro,Data Scientist,2025-04-16,39.0,Unplaced
S20103,2024,AIML,Male,5.77,"NLP, Cloud, Data Science",Apple,Cloud Engineer,2022-12-17,32.37,Placed
S20104,2022,IT,Male,5.14,"Deep Learning, Java",TCS,Cloud Engineer,2024-02-03,6.01,Placed
S20105,2023,IT,Female,8.66,"Deep Learning, SQL, AI",Google,Cloud Engineer,2022-09-04,3.73,Placed
S20106,2021,AIML,Male,5.68,"React, DevOps, Data Science, Node.js, NLP",Apple,AI Engineer,2023-06-15,5.68,Placed
S20107,2021,CSE,Male,9.49,"Computer Vision, NLP, Cybersecurity, C++",Apple,Cloud Engineer,2023-02-02,26.79,Placed
S20108,2021,IT,Male,9.03,"Computer Vision, C++",Infosys,Data Scientist,2022-11-21,20.26,Placed
S20109,2023,EEE,Female,8.27,"Computer Vision, C++, SQL, Java",Google,Data Scientist,2025-01-30,31.75,Unplaced
S20110,2022,EEE,Male,8.17,"Java, SQL",Accenture,Web Developer,2025-06-01,29.0,Placed
S20111,2025,CIVIL,Male,7.69,"C++, SQL, Machine Learning, AI",Wipro,Web Developer,2022-11-05,20.06,Placed
S20112,2023,IT,Male,6.72,"Python, Cloud, Java, Cybersecurity, Deep Learning",TCS,Analyst,2023-10-20,13.1,Unplaced
S20113,2022,CSE,Male,5.84,"Computer Vision, Cybersecurity, C++",Infosys,Data Scientist,2025-02-26,44.71,Unplaced
S20114,2024,EEE,Male,5.55,"Cybersecurity, Java",Google,Data Scientist,2023-08-09,21.22,Placed
S20115,2024,AIML,Female,9.24,"Deep Learning, NLP, Computer Vision",Apple,Analyst,2025-07-17,12.78,Unplaced
S20116,2023,MECH,Female,7.49,"AI, Deep Learning, React, C++, DevOps",Infosys,AI Engineer,2023-02-03,36.2,Unplaced
S20117,2025,EEE,Female,7.7,"Deep Learning, React",Accenture,System Engineer,2024-11-10,33.41,Unplaced
S20118,2025,CIVIL,Female,5.79,"Data Science, NLP, Java",Facebook,Data Scientist,2023-03-22,21.2,Placed
S20119,2025,EEE,Male,9.33,"NLP, Node.js, C++, SQL",Microsoft,Web Developer,2023-10-08,18.69,Placed
S20120,2022,AIML,Male,7.18,"Computer Vision, React",HCL,Cloud Engineer,2023-09-06,15.71,Placed
S20121,2024,AIML,Male,9.48,"Cloud, NLP, Machine Learning",HCL,AI Engineer,2023-07-14,26.15,Unplaced
S20122,2022,CSE,Female,7.56,"Python, AI",Wipro,Data Scientist,2022-11-23,26.28,Unplaced
S20123,2021,EEE,Female,5.92,"Machine Learning, Data Science",Apple,Web Developer,2024-06-08,21.67,Unplaced
S20124,2021,CIVIL,Female,5.06,"C++, React, Cybersecurity",Wipro,Data Scientist,2022-10-10,20.72,Unplaced
S20125,2021,CIVIL,Male,8.82,"React, NLP",Microsoft,Analyst,2022-11-18,27.41,Placed
S20126,2021,ECE,Male,9.88,"React, DevOps, AI, Cloud, Cybersecurity",TCS,Software Engineer,2024-03-06,38.27,Placed
S20127,2022,CSE,Male,5.77,"Deep Learning, Java, Python, DevOps",Accenture,Software Engineer,2024-03-03,42.05,Unplaced
S20128,2021,EEE,Male,7.06,"Machine Learning, C++, Cloud",Infosys,Analyst,2023-05-16,39.49,Unplaced
S20129,2021,IT,Male,5.24,"DevOps, NLP, C++",Accenture,Cloud Engineer,2023-09-13,3.02,Placed
S20130,2025,IT,Male,6.41,"Computer Vision, DevOps",Facebook,Web Developer,2025-07-02,8.53,Placed
S20131,2021,ECE,Female,8.46,"Machine Learning, React, Deep Learning",Google,Software Engineer,2022-09-27,12.61,Unplaced
S20132,2023,ECE,Female,10.0,"AI, Deep Learning",Microsoft,System Engineer,2022-12-28,24.04,Placed
S20133,2025,MECH,Female,6.44,"Cloud, React, DevOps, Java, SQL",Amazon,Web Developer,2023-02-16,28.39,Placed
S20134,2021,EEE,Male,8.04,"Python, C++, React, Machine Learning, Node.js",TCS,Analyst,2022-12-04,30.39,Unplaced
S20135,2022,CSE,Female,6.71,"C++, Machine Learning, Cloud, Deep Learning, Node.js",TCS,Software Engineer,2022-09-30,33.67,Placed
S20136,2021,CSE,Male,6.47,"Computer Vision, SQL, AI, Machine Learning, Cybersecurity",Facebook,Cloud Engineer,2022-10-24,6.23,Placed
S20137,2021,EEE,Male,7.08,"DevOps, SQL, Python, Cybersecurity, AI",Amazon,Software Engineer,2022-09-23,41.24,Placed
S20138,2022,CSE,Female,7.6,"Java, AI, NLP, C++",Accenture,AI Engineer,2024-03-23,11.28,Placed
S20139,2022,CIVIL,Male,9.57,"Computer Vision, DevOps",Wipro,System Engineer,2023-09-23,3.74,Placed
S20140,2022,AIML,Female,8.36,"Computer Vision, Cybersecurity, Deep Learning",Microsoft,Data Scientist,2023-03-08,43.34,Placed
S20141,2024,AIML,Female,9.26,"Deep Learning, Cloud",Accenture,Data Scientist,2023-04-23,39.67,Unplaced
S20142,2022,MECH,Male,5.99,"Node.js, Java, Computer Vision, React, DevOps",TCS,Web Developer,2023-06-03,37.14,Unplaced
S20143,2021,EEE,Female,8.63,"AI, SQL, React",HCL,Web Developer,2024-11-11,34.55,Placed
S20144,2025,EEE,Female,5.6,"Deep Learning, Cybersecurity, React, Machine Learning",Amazon,Web Developer,2025-07-31,13.22,Placed
S20145,2021,ECE,Male,6.95,"Cloud, Cybersecurity, Python, DevOps, NLP",Amazon,Web Developer,2022-08-25,29.91,Placed
S20146,2022,CSE,Female,7.69,"C++, Node.js, Data Science",Microsoft,Web Developer,2024-04-11,21.19,Placed
S20147,2021,EEE,Female,6.23,"AI, Deep Learning, Python",Facebook,Cloud Engineer,2025-02-22,12.03,Unplaced
S20148,2025,CIVIL,Female,7.26,"Python, Deep Learning",Infosys,Cloud Engineer,2022-10-28,25.18,Placed
S20149,2024,CSE,Female,7.31,"SQL, C++, Deep Learning",Accenture,Data Scientist,2023-09-10,33.09,Placed
S20150,2025,IT,Male,6.67,"Cloud, Cybersecurity",Accenture,AI Engineer,2023-04-14,29.37,Unplaced
S20151,2023,MECH,Male,5.34,"C++, Cloud, Data Science",TCS,Software Engineer,2022-10-17,40.45,Placed
S20152,2025,CSE,Male,6.81,"AI, DevOps",Wipro,System Engineer,2022-08-28,28.4,Placed
S20153,2025,CIVIL,Female,5.34,"SQL, Computer Vision, Machine Learning",Microsoft,AI Engineer,2024-02-07,38.39,Unplaced
S20154,2023,EEE,Female,7.33,"Data Science, SQL, Python",Accenture,Cloud Engineer,2025-04-03,3.05,Placed
S20155,2024,EEE,Female,8.06,"React, AI, Python, Deep Learning",Google,Software Engineer,2025-04-23,44.7,Unplaced
S20156,2022,IT,Male,9.44,"Deep Learning, Data Science, Python, Java",TCS,Web Developer,2023-02-13,33.4,Placed
S20157,2022,ECE,Female,7.45,"Deep Learning, Cloud, Data Science, SQL",Accenture,Analyst,2023-11-09,22.54,Unplaced
S20158,2021,EEE,Male,9.97,"Java, Data Science, React",Wipro,Cloud Engineer,2024-01-27,39.64,Placed
S20159,2024,EEE,Female,8.09,"Computer Vision, NLP, Node.js, Python",HCL,System Engineer,2024-09-19,37.91,Unplaced
S20160,2024,CIVIL,Male,8.03,"Python, C++",Apple,Web Developer,2022-10-08,4.1,Placed
S20161,2024,AIML,Female,6.99,"NLP, DevOps, React",HCL,AI Engineer,2023-12-14,28.44,Unplaced
S20162,2023,CSE,Female,5.91,"Python, Machine Learning, Computer Vision, NLP",Amazon,AI Engineer,2024-07-18,35.96,Placed
S20163,2023,EEE,Male,5.11,"Machine Learning, React",Microsoft,System Engineer,2024-12-25,16.02,Unplaced
S20164,2022,EEE,Male,8.36,"NLP, React, Data Science, Java, Machine Learning",Wipro,Data Scientist,2025-03-19,31.95,Unplaced
S20165,2024,EEE,Female,9.07,"React, Node.js, Machine Learning",Wipro,Web Developer,2022-11-01,14.46,Unplaced
S20166,2024,CSE,Female,7.65,"Data Science, Machine Learning, Cloud, DevOps",Infosys,Software Engineer,2023-10-06,6.5,Placed
S20167,2022,ECE,Female,9.03,"DevOps, Machine Learning, AI",Microsoft,Software Engineer,2024-05-07,24.03,Unplaced
S20168,2023,MECH,Male,9.27,"Java, Deep Learning, SQL",Wipro,Cloud Engineer,2025-04-13,23.14,Unplaced
S20169,2023,IT,Female,7.23,"AI, SQL, React, C++, Machine Learning",Accenture,AI Engineer,2025-08-21,24.84,Unplaced
S20170,2024,IT,Female,6.83,"DevOps, Computer Vision, NLP, Python, C++",TCS,Web Developer,2023-04-17,37.26,Placed
S20171,2025,MECH,Female,6.7,"AI, Deep Learning, DevOps",Amazon,Cloud Engineer,2024-08-25,31.86,Placed
S20172,2025,CSE,Male,8.41,"Python, NLP, SQL, Machine Learning, Computer Vision",Microsoft,Analyst,2023-08-07,30.18,Placed
S20173,2024,IT,Female,9.31,"C++, Cloud, DevOps, Python",HCL,Analyst,2023-01-14,35.28,Placed
S20174,2024,AIML,Male,9.5,"DevOps, Java, Node.js",Facebook,AI Engineer,2025-06-13,12.37,Unplaced
S20175,2021,CSE,Female,7.17,"Machine Learning, Cybersecurity",Infosys,Data Scientist,2025-07-24,20.69,Placed
S20176,2024,CIVIL,Male,5.36,"Data Science, Cybersecurity",Facebook,Data Scientist,2023-12-26,17.98,Unplaced
S20177,2023,AIML,Female,9.57,"AI, DevOps, SQL, Deep Learning, Computer Vision",Accenture,Cloud Engineer,2023-01-27,6.77,Placed
S20178,2023,MECH,Male,6.18,"Machine Learning, AI, React",Infosys,AI Engineer,2022-09-28,8.8,Unplaced
S20179,2021,EEE,Female,10.0,"Data Science, SQL, Cloud, Java",Amazon,Analyst,2024-07-17,32.22,Unplaced
S20180,2025,ECE,Male,8.51,"Computer Vision, React, AI, Cybersecurity, Java",Microsoft,System Engineer,2023-03-08,22.54,Placed
S20181,2022,IT,Female,6.97,"Cloud, Deep Learning, Computer Vision, DevOps",HCL,System Engineer,2024-11-04,27.65,Unplaced
S20182,2024,CIVIL,Male,9.57,"Machine Learning, Cybersecurity, Computer Vision",Facebook,Software Engineer,2025-02-15,4.91,Unplaced
S20183,2021,EEE,Female,5.86,"C++, AI, Python, NLP, React",Infosys,Analyst,2024-04-23,9.24,Unplaced
S20184,2022,CSE,Male,5.94,"Cybersecurity, Machine Learning, Java",TCS,Software Engineer,2024-09-16,35.86,Unplaced
S20185,2021,MECH,Male,6.67,"SQL, Cybersecurity",Apple,Data Scientist,2024-10-29,8.5,Placed
S20186,2022,AIML,Female,5.25,"Deep Learning, Cybersecurity, Node.js, SQL, Python",Amazon,Cloud Engineer,2024-01-13,27.03,Placed
S20187,2023,CSE,Female,8.91,"AI, React",Microsoft,Data Scientist,2023-04-02,19.09,Unplaced
S20188,2021,IT,Female,8.98,"C++, Python, Node.js",Wipro,Cloud Engineer,2024-02-02,42.71,Unplaced
S20189,2024,EEE,Female,5.66,"Cloud, NLP, Node.js, Deep Learning",Microsoft,Software Engineer,2023-09-28,3.97,Unplaced
S20190,2021,ECE,Male,6.53,"Machine Learning, Cloud",Amazon,AI Engineer,2023-10-02,30.01,Unplaced
S20191,2022,CSE,Female,8.07,"C++, Cloud",Facebook,Software Engineer,2025-03-20,40.1,Unplaced
S20192,2025,IT,Male,6.92,"Deep Learning, Node.js",Wipro,Cloud Engineer,2024-06-04,10.02,Placed
S20193,2022,EEE,Female,8.48,"C++, Cloud, NLP, Node.js",TCS,Software Engineer,2025-06-01,14.99,Unplaced
S20194,2022,CSE,Male,6.72,"SQL, Python, DevOps, C++, AI",TCS,AI Engineer,2022-09-19,15.14,Unplaced
S20195,2025,CSE,Male,8.36,"Cybersecurity, SQL, Cloud, C++",Apple,AI Engineer,2025-08-12,41.38,Placed
S20196,2021,AIML,Female,5.63,"NLP, Cybersecurity, Java, SQL, DevOps",TCS,System Engineer,2025-01-04,16.3,Unplaced
S20197,2023,EEE,Male,6.53,"Java, Computer Vision, AI, DevOps",Wipro,Data Scientist,2023-03-28,10.65,Placed
S20198,2024,MECH,Female,9.71,"NLP, Python, DevOps, Node.js, Computer Vision",Amazon,Data Scientist,2025-06-28,3.46,Unplaced
S20199,2024,AIML,Male,6.23,"DevOps, SQL, Computer Vision",Microsoft,Cloud Engineer,2022-11-18,32.53,Placed
S20200,2022,MECH,Female,6.09,"Node.js, Cybersecurity, Java, C++",Wipro,Software Engineer,2023-09-18,13.5,Unplaced
S20201,2025,CSE,Male,7.82,"React, Node.js, SQL, Cybersecurity",Google,AI Engineer,2022-10-13,28.86,Unplaced
S20202,2022,ECE,Male,5.27,"Python, Cloud, SQL, Machine Learning, Node.js",Microsoft,Cloud Engineer,2023-03-14,30.01,Placed
S20203,2025,AIML,Female,6.66,"Data Science, AI, Cloud, Deep Learning, NLP",TCS,AI Engineer,2023-04-29,9.46,Unplaced
S20204,2023,CSE,Female,8.24,"SQL, Cybersecurity, Computer Vision, React",HCL,Cloud Engineer,2023-05-14,15.01,Placed
S20205,2021,AIML,Male,6.52,"Data Science, SQL, Node.js, Java, Cloud",Apple,Web Developer,2023-01-17,39.7,Unplaced
S20206,2021,CIVIL,Female,6.5,"Computer Vision, AI",Accenture,System Engineer,2024-07-26,33.49,Placed
S20207,2021,MECH,Female,8.13,"Machine Learning, Node.js, SQL, Deep Learning",Wipro,AI Engineer,2025-05-04,43.52,Unplaced
S20208,2023,CSE,Female,6.21,"DevOps, SQL, Node.js",Accenture,Analyst,2023-08-16,33.4,Placed
S20209,2021,EEE,Male,6.98,"C++, Cloud, DevOps, React, Data Science",Google,System Engineer,2024-10-19,20.47,Unplaced
S20210,2021,ECE,Male,6.22,"Deep Learning, AI, Python, Cybersecurity",Google,AI Engineer,2022-10-09,4.08,Unplaced
S20211,2024,CIVIL,Female,6.11,"DevOps, SQL",Wipro,Analyst,2023-09-09,21.8,Placed
S20212,2022,EEE,Female,7.7,"Computer Vision, AI",Microsoft,Software Engineer,2023-08-18,21.23,Unplaced
S20213,2023,ECE,Male,8.13,"Java, DevOps, Computer Vision, NLP, Machine Learning",Google,Cloud Engineer,2024-07-12,32.2,Placed
S20214,2024,MECH,Male,8.34,"AI, NLP",TCS,System Engineer,2022-12-14,25.94,Unplaced
S20215,2023,CSE,Male,9.5,"Computer Vision, SQL, Python, C++, Cloud",HCL,System Engineer,2023-09-15,22.92,Unplaced
S20216,2023,IT,Male,9.0,"React, Python, Computer Vision, AI, Machine Learning",Infosys,Analyst,2022-12-24,18.11,Placed
S20217,2024,MECH,Male,8.51,"Data Science, Cloud",Google,Cloud Engineer,2025-02-25,7.82,Placed
S20218,2024,ECE,Female,8.88,"Cloud, Data Science",Google,System Engineer,2023-08-11,26.85,Unplaced
S20219,2025,IT,Male,9.75,"C++, NLP, Machine Learning, Cybersecurity, React",Apple,Cloud Engineer,2025-04-17,25.33,Placed
S20220,2023,CSE,Female,6.52,"DevOps, Node.js, Computer Vision, Data Science",Apple,Data Scientist,2025-04-17,41.1,Unplaced
